audience,port,type,question,desc,answer,attachment,bucket,categories
teacher,老师,其他,C02科学 和 A09数学，有多个题加载不出图片。 换了网，换了地理位置，换了时段，清了缓存，还是加载不出,学生答题图片加载不出来,技术反馈这些题目的图片从答题，到资源访问，后台测试都是可以正常查看的。 可能的建议： 1，在Mac上答题时，建议使用谷歌Chrome浏览器 2，如果机构内部有开通网络访问白名单的话，确认已经将 bkz.oss-cn-beijing.aliyuncs.com 和 xiaosaas.oss-cn-beijing.aliyuncs.com 加入到了白名单列表里 3，答题时如果图片显示不出来，右键点击图片占位符，选择“在新tab中打开图片”，看一下图片是否能访问，如果不能访问，可将地址栏里的URL拷贝发我们一下,f00a17a34c582a238c8b112d65a9f39.png,review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力', '浏览器/网络/缓存']"
academic,教务,操作疑问,你好，麻烦帮忙看一下这个账号为什么看不到公池的入学模考,教务端公池没有入学模考按钮,单独的教务身份查看不了入学模考，需要同时有销售/销售管理员的身份，且销售身份要有查看入学模考的权限,fa16615940628c7d8cbcfb9e0ec1be0.png,review_rewrite_needed,"['账号登录/密码/手机号', '权限/角色/公池', '题库/录题/单词书/模考']"
academic,教务,操作疑问,请问一下，教务先排课了，然后才给学生开账号，那么排得课程怎么导入这个学生的账号下,教务先排课了，然后才给学生开账号，课程如何导入这个学生的账号下,将学生加入班级即可,,review_rewrite_needed,"['账号登录/密码/手机号', '班级/排课/课时/考勤']"
teacher,老师,其他,老师您好，请问一下系统里面的小托福18套题是哪来的，真题吗？,系统里小托福18套题的题目来源,1~10是新东方的小托福模拟题,,review_rewrite_needed,[]
teacher,老师,其他,口语模拟考部分，学生不做语音辨析的模块没有了吗,学生口语答题后没有语音转文本,机构没有打开智能批改的按钮,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,老师系统上的口语评分有点离谱了，太高了，之前有段时间评分很稳定,口语智能评分不太稳定,机构ai批改次数已用完,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,您好，求一份系统里的sat 模考的评分标准,系统里的sat机考的评分标准,例如读写部分两个module错了2个题，总题数54 s1=800*52/54 这里就是770分 其他情况，会向上或向中，换成10分跨度的 如：553会换算成550，558会换算成560,,review_rewrite_needed,['题库/录题/单词书/模考']
student,学生,其他,你好，我们有学员模考，测试的时候能录口语，到题目那里就录不了了,学生答题：口语测试可以录音且听到，口语答题的时候就提示未检测到录音,未复现，还需要排查,,review_rewrite_needed,"['音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,其他,请问为什么在系统布置的大纲任务，没有显示出来。已经发布了，七月份的都有，八九月份都没有,作业大纲已经发布但是么有下发给学生,未复现，已下发,"0d41b5fc70c1c6af96f6ab9106cb10a.png,788b562d4d705386b2a5ef8a2815609.png",review_rewrite_needed,['作业/布置/批改/反馈']
academic,教务,其他,您好，帮我看看这个学生的排课课时为什么没有显示呢？,班级课时详情有两个数学，但是班级设置只有一个,未复现,bb62c36088a5938c485d1209a27d0e2.png,review_rewrite_needed,['班级/排课/课时/考勤']
student,学生,其他,老师好，这两天有G11年级的学生在使用校校完成听力作业时，遇到了这样的情况，想问下是不是系统问题？,学生反馈系统自动答了题,学生的答题录屏显示，前面的音频部门学生跳过了，后面的每一题都是学生自己选的,"653e823df0b2beb3630cd6f573bead6.jpg,cbc6b948a2b1748be50c7bc8800d087.jpg",review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力']"
teacher,老师,其他,你好，请问一个账户能绑定几个小程序或者说，怎么重新绑定小程序,如何重新绑定小程序,小程序不用绑定，扫码登录就可以 公众号只能一个绑定微信，可以解绑重新绑定,,review_rewrite_needed,"['账号登录/密码/手机号', '小程序/公众号/二维码']"
student,学生,其他,抱歉这么晚打扰，我们在被学生轰炸。麻烦尽早帮着解决一下，谢谢。,学生sat数学部分答题无法填写小数和分数,未复现，做了优化,"3e7a263cc054c1dada778bdcba350d7.jpg,7c5b77f84762e04054864b6d68894fb.jpg",review_rewrite_needed,[]
teacher,老师,其他,老师您好，请问设置试卷的时候： 1. 能否设置起始分值？如进入考试就有100分，答对题目则加分； 2. 如何将卷子分成不同模块？考试报告中的这些内容如何设置，有教程吗？,自有题库能否设置起始分值，和模块,1：目前自有题库分值只能按题目设置，暂时不支持设置起始分值 2：自有题库的作业目前不支持设置模块，只有系统题库是分板块显示的,27d9e2c7561d03ea2868480378f3dff.jpg,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,学生答题解析界面出现小黄圆点是什么意思？,学生答题解析界面的小黄圆点是什么,学生做了笔记,2eb8e2afd67ef625a1cde0914887c63.png,review_rewrite_needed,[]
teacher,老师,其他,老师，请问这个模考分数是指的所有作业的平均分数吗？还是什么呢,学生端首页的这个模考分数是指什么,所有模考类作业的平均分,,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
sales,销售,其他,我手机可以查看校校网页功能吗手机访问校校网页的链接？还是小程序？,手机上如何使用校校,已发送小程序使用文档,,review_rewrite_needed,['小程序/公众号/二维码']
academic,教务,其他,这个学生已经交卷了，麻烦看一下怎么回事。,学生做了入学模考，但是没有显示,学生用的其他号码,,review_rewrite_needed,['题库/录题/单词书/模考']
student,学生,其他,一直在转圈，转了几十分钟了,学生口语无法提交,一般无法提交是由于网络原因或浏览器原因，电脑使用谷歌浏览器，iPad的使用safari浏览器，可以尝试切换网络，,Luban_17258112586783c1a22d5-09ad-4c8b-9ab7-561e30ba73a7.jpeg,review_rewrite_needed,['浏览器/网络/缓存']
teacher,老师,其他,为啥学生做到16题的听力，后面直接接的是口语？,学生听力还没有答完，直接跳到了口语部分,答题倒计时结束了,,review_rewrite_needed,['音频/录音/听力']
teacher,老师,使用问题,老师，这个助教身份去布置作业为什么显示没有学生呀，但是下面的班级里面已经有这个学生在了,助教布置作业显示班级里没有学生，教务看是有的,班级不一样，有学生的这个是网络托福单项强化，助教老师布置作业的这个是托福单项强化,,review_rewrite_needed,"['作业/布置/批改/反馈', '浏览器/网络/缓存', '班级/排课/课时/考勤', '权限/角色/公池']"
teacher,老师,操作疑问,请问我们想新建一个科目的话 怎么新建呀？在题库中录入我们的套题的话，可以推送到入学模考中出现在👇这个界面里面对吗？对应会出现在这个界面中，我们可以将对应的链接发给新学生进行测试对吗？,入学模考如何新建科目，如何新建自由题库推送到入学模考,新建科目需要教务或校长在课程里添加，自有题库推送到入学模考后会显示在能力测试板块,a5efa9fca69c9ed0e67b8841b9ec068.jpg,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,使用问题,hello，请问一下为什么这个学生账号登录进去，27/28的课程反馈没有呢,老师写了课堂反馈，学生端看不到,"""英语 (4)""、""英语 (5)""的反馈 老师在添加的时候是选择的发给家长，所以学生这边没有显示",167cab78d810b037d8293653c220441.png,review_rewrite_needed,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '权限/角色/公池']"
teacher,老师,操作疑问,您好，帮忙看下，这个是我们一个老师的账号，显示停用了,员工账号停用了如何操作,教务端员工管理里面启用下,d3b0a36c02859466dd6e49636db199c.png,review_rewrite_needed,['账号登录/密码/手机号']
sales,销售,使用问题,系统为什么会自动生成订单呢？这个同学上午做测试，用132开头的登录链接测试中断了，又重新用173开头的登录测试，做完了132手机登录的那条录入信息系统自动生成了订单,老师没有在7月份的时候录入这个学生，但是系统显示7月份已经录入并形成了订单,该号码之前已录入，且已签约，学生再使用这个号码，输入了新的名字，将原名字更新了,,review_rewrite_needed,"['账号登录/密码/手机号', '订单/合同/报课/收费']"
teacher,老师,其他,老师可以帮忙看一下吗 学生录了口语但是显示没有录音,学生录了口语但是没显示,学生part2录音还没录完倒计时已经结束了，所以这个录音是没有的,27a3b5b7d7a53fc59feb02371da54d7.jpg,review_rewrite_needed,['音频/录音/听力']
student,学生,其他,老师你好，学生模考用的是谷歌浏览器。PART2录音了没有显示，PART3又直接跳过了。麻烦处理一下哈。,学生反馈口语录音录了未显示，part3 被跳过了,学生答题倒计时结束了,,review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
sales,销售,使用问题,您好想问一下这个孩子报名了这个班级，但是这个班里没有？,学生订单确认了，但是班级没有学生,学生未转正,"8360bd7609b159291907c2590c4d109.png,c651ac22bf9c9d6a437696164706afd.jpg",review_rewrite_needed,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,其他,各位老师 请问SAT机考的算分规则是什么呀 可以发我一下吗如果读写第一部分错2题，数学第二部分错2题，可以得多少分啊,sat机考算分标准,例如读写部分两个module错了2个题，总题数54 s1=800*52/54 这里就是770分 其他情况，会向上或向中，换成10分跨度的 如：553会换算成550，558会换算成560,,review_rewrite_needed,[]
academic,教务,使用问题,您好 想问下如果是当天取消课程的 有调整课程状态这个选项吗 在考勤里面刷选今天的课程只筛选出来了3条,考勤筛选课程没有显示全,班级没有学生,,review_rewrite_needed,['班级/排课/课时/考勤']
student,学生,使用问题,哈喽，老师们好，学生这边音频加载不出来,学生音频加载显示缓冲超时,已发送排查文档,b296a954a3ba1bb11583883e055399a.jpg,review_rewrite_needed,['音频/录音/听力']
teacher,老师,其他,老师，这个上面看不到作业点评，用的是自定义作业布置,自定义口语作业没有AI批改,目前ai批改只有托福雅思的系统作业有，其他比如机构题库的写作口语是使用的以前的智能批改 自定义作业是一直没有智能批改的,9a4c94b638af2d3d84ba7c6a4927579.png,review_rewrite_needed,"['作业/布置/批改/反馈', '权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,其他,写作题录到自有题库，中学生写完还是没有批改，麻烦看看,自机构自有题库的写作题，显示0分,机构题库这道题老师设置的总分是一分，可以把总分定的高一点 自由题库目前使用的是智能批改，只有雅思托福题目，目前是AI批改,,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,亲，学生系统上显示他作业都已完成，但是我们后台看是有几个没做的。辛苦看看是什么问题啊~上面是家长截图的系统界面,学生截图显示作业都已完成，老师端显示未完成,未复现,"342d487fb69fd3a91e9635e3a90536b.png,image.png",review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,"好奇怪我这个课表里面是16:00-18：00,120分钟，转接金额这里确是180分钟。",课表时间和结转金额时间不对应,之前的数据，在上课结束，生成了课消数据后，修改了排课内容,"d26bf5c1b00d7f64628f3ae9a0d4f72.png,292d2687f089f72027528e0546a46fb.png",review_rewrite_needed,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,使用问题,老师好，学生说点进托福入学模考链接里的点进去了没有按键可以答题。,学生托福入学模考没有办法正常答题,未使用谷歌浏览器,,review_rewrite_needed,"['浏览器/网络/缓存', '题库/录题/单词书/模考']"
sales,财务,使用问题,您好，这个学生已经结课了，我这边显示取消课了，28.5小时，麻烦看一下是怎么回事,财务端学生课时与已上课时不符,学生有一节课入班时间，晚于上课时间，所以没有计算课上，教务可以在考勤获课表页面给学生手动打上考勤,,review_rewrite_needed,['班级/排课/课时/考勤']
teacher,老师,其他,阅读有容错率吗？学生正确率19/20，是30分，阅读应该没有容错率吧，那这个分数不对啊,学生托福阅读分数不对,题目问题（passage4的第9题，题型有问题，所以分数算多了）,e398015b23dc7f1c02f20b9bc8138f0.png,review_rewrite_needed,[]
teacher,老师,其他,为啥这里两节课在一个时间档但是不显示冲突呢,同一时间的课没有冲突提示,小丁AL数学这个班级，是结课状态，所以未加入检测,1f1143d0474407657fb7c6f16ca0930.png,review_rewrite_needed,['班级/排课/课时/考勤']
teacher,老师,其他,我这个已上是32，怎么变成42了呀？,学生学习报告课程进度和课时安排的时间对不上,左右是有可能对不上的，因为左边是 学生的 已上课时/购买课时，右边 是该班级的 课程安排,bcb3ed6d133c03d3a3691178b798219.png,review_rewrite_needed,['班级/排课/课时/考勤']
academic,教务,其他,你好，麻烦帮我们看下，这个账号截止是2024.7.12，但是现在登录显示已停用，是什么原因呢,学生账号登录不上，显示已停用,账号后台看到是停用了，和账号截止时间无关，是可以随时停用的 可以在学员管理这点击学生姓名后面的圆点重新启用,9cc338184ee0ccb17d5c53b1b0dbb2b.png,review_rewrite_needed,['账号登录/密码/手机号']
teacher,老师,其他,如果我要重复布置一遍已经答题过的作业，那第1次的作业会被覆盖吗,再次布置已经布置过的作业，答题记录会覆盖吗,不会覆盖，可以直接再次布置,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,你好，校校系统里面单词孩子说做了，但是系统显示未作答，会出现这样的情况吗？,学生说完成了作业，老师端显示未完成,学生这边也是显示的未作答，另外也可以在学生的结果页看到学生是否有答题录屏，是否有答题时长等判断学生是否有完成,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,,老师端课表，这里是有课的，但是到下个月了，这里就不显示，说是老师会误以为没有课,老师端课表，这个月会看到下个月前几天的天数，但是没有课程显示，需要跳转到下个月才能看到,技术反馈需要往后放下,803d61637dbbf0dfe0f9bb6e86ce80c.jpg,review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
teacher,老师,使用问题,您好，学生安装完启动器，重新登录，进入平台，点击启动器是白板页面。,学生进不了在线课堂,用的微信浏览器,cfea8b3a00296f3f1610e2dd092be49.png,review_rewrite_needed,"['账号登录/密码/手机号', '浏览器/网络/缓存']"
student,学生,使用问题,老师好 这个学生的作业提醒总是发到别的学生的手机上 18957307600学生手机号,更换了学生信息，但是之前的学生还能收到通知,学生可以解绑,13ff29aad0719561e2e93fbd15d1939.jpg,review_rewrite_needed,"['账号登录/密码/手机号', '作业/布置/批改/反馈']"
academic,教务,使用问题,比如班级是刘恒麟 搜索本周课程 时间都选上了 没有筛选出来，其他学生的课程在这里也搜不到,老师在考勤页面搜不到学生班级,班级没有学生,c8675010830d4789eeb8a6840b15002.png,review_rewrite_needed,['班级/排课/课时/考勤']
student,学生,使用问题,为什么学生账号和学生的课表不能关联呢？,学生账号不能看到课表,班级没有学生,"45d68df9d8305f46fa5c38430a0bb66.png,40c0e2e71493bf0d41aebfea82df11d.png",review_rewrite_needed,"['账号登录/密码/手机号', '班级/排课/课时/考勤']"
teacher,老师,其他,麻烦看下这个孩子的平均分计算是不是有点问题？这娃听力就2次13分，其他的都超过13，怎么会平均分就13呢？,学生成绩分析的平均分有问题,学生有两次听力，得分是0，所以平均下来，是13分,960fbc444b937affce4b94b731ae923.png,review_rewrite_needed,['音频/录音/听力']
teacher,老师,其他,老师们好，托福阅读更新curve以后算法应该有问题。你们那边卷面好像满分不是按照22分。以下两个case举例： 学生1： 错5题我们给的curve是23分，系统自动给了25； 学生2：全对，系统给了28分,学生新托福的阅读评分，需要看下是否正确,没有问题，老师总计调整了分数,,review_rewrite_needed,[]
sales,销售,使用问题,辛苦帮忙找一下18884707219这个学生的托福模考结果嘞，学生换了号码登录，我们后台搜索不到,需要帮忙查找入学模考,学生未填推荐人，校长或者销售管理员也可以在公池里查找到,,review_rewrite_needed,"['账号登录/密码/手机号', '权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,其他,专注度 是通过啥判断的嘞,学生作业练习专注度如何计算的,学生开启摄像头之后，对于学生做题过程中眼神是否聚焦，有没有左右转头看，眼神离开屏幕这些，结果页会给一个专注度等级,,review_rewrite_needed,['作业/布置/批改/反馈']
student,学生,其他,note和highlight的怎么没有反应？,学生在结果页点击note和highlight没有反应,未复现，让学生排查下浏览器和插件缓存等,41c0f83c0e87d9189594506a22324c1b.mp4,review_rewrite_needed,['浏览器/网络/缓存']
teacher,老师,其他,想问一下有没有预约留题目，比如想留明天考试的卷子，但今天留（但不想让学生今天就看到），是否有预约留的这种,如何操作今天留作业，学生明天才显示,可以布置为实时作业形式，学生可以提前看到但不能做答 或者通过创建作业大纲关联到班级下发,,review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
sales,销售,其他,亲，有没有什么办法可以直接看到对应的题目是什么。现在是可以发链接给到学生进行测试，不过没办法在测试前我们看到这个试卷的内容，看看是否合适给到学生进行测试,销售无法看到入学模考题目内容,有标注的，可以直接在题库查看，比如c10t2就是剑桥雅思10test2,aed26086e5e686b8537ea6238b83895.png,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,目前已经普遍使用新托的考试题了 可否直接隐藏掉老托的题目设置 然后在新托里直接把写作的academic discussion直接加进写作的第二个part里不用人为手动勾选了 ？,可否直接隐藏掉老托的题目设置 然后在新托里直接把写作的academic discussion直接加进写作的第二个part里不用人为手动勾选了,目前布置整套改革后新题型，暂时需要老师这边自选题目数量进行布置 因为discussion board题目主要是官网的题目，数量不足以匹配原来的真题，暂未设置整套，后面拿到新题型的真题之后，教研会及时更新整套的题目,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,您好 学生模考PTE 答案是对的 但是判错了 整个模考分数都不对了欸,PTE模考，听力部分学生答案正确系统判错,没有录入正确答案,d1c65f22adbe01caffad90548ff6441.png,review_rewrite_needed,"['音频/录音/听力', '题库/录题/单词书/模考']"
student,学生,其他,这个查看详情 同学说是点不开的啊,学生错题管理，逐句精听点不开查看详情，有完成逐句精听作业，也有错误,逐句精听这种题型，在错题库里，暂不支持查看详情,6d1b1aa9f71e0f5afb4bafe456a749c.jpg,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
student,学生,其他,作业点进去出现这个情况是由于什么原因,学生打开作业显示作业归属异常,该作业没有布置给该学生,086ea56bf0fe9e136321a53c045490fd_.jpg,review_rewrite_needed,['作业/布置/批改/反馈']
sales,销售,操作疑问,进来做测试的学生如何转正，我怎么签约呢？,学生如何转正，怎么签约,已发送帮助中心,,review_rewrite_needed,[]
academic,教务,使用问题,这个班级已经开了 为什么顾问那里搜不到这个班级呢,创建学生订单时，搜不到对应班级,班级类型有没有选择,"9eb220e3a3cf1ebe30b8ca741fa4c49.jpg,6df95d48180b99c98a1264ca2d87bdb.png",review_rewrite_needed,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,其他,老师好！上次因为原来提交时excel表头有问题，所以有些单词没有中文释义，后来我在这里加上了，但现在测试的时候还是不显示中文，是不是需要技术刷新一下？,单词书单词都上传了中文释义，但是学生答题有些中文没有显示，听音选择有些选项是空的,修改之后对新作业生效需要重新下发下,28af944a9c4aff87d18bac9777b731f.png,review_rewrite_needed,"['作业/布置/批改/反馈', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
student,学生,其他,这个时间是不是给的不对？学生反应进入到第二篇直接显示交卷了,入学模考写作部分，学生反馈到第二篇直接显示交卷,学生答题录屏，这个学生是自己点的结束,,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,操作疑问,这个账号显示的正式成员，但是同学说过期了,学生账号到期，无法登录,教务或校长可以在学员管理点击续期,,review_rewrite_needed,['账号登录/密码/手机号']
student,学生,其他,你好 这个单词测试 交不了卷 ，我现在用的谷歌浏览器登录这个账号 一样的问题,学生单词作业提交不了，提示“交卷失败，请重试”,单词书上传问题，单词过长,,review_rewrite_needed,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
teacher,老师,其他,如果家长已经绑定了学生端，学生可以绑定家长端吗？,家长扫了学生端小程序，学生可以用家长端吗,家长端小程序可以查看学生课表，反馈和作业，不能作答作业，可以查看已完成的作业 所以如果学生需要小程序答题的话，建议扫学生小程序码,,review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '小程序/公众号/二维码']"
teacher,老师,其他,老师，创建大纲这里，创建不了了 ，辛苦您看一下,创建作业大纲，选择不上，也输入不了,清理缓存后正常,,review_rewrite_needed,"['作业/布置/批改/反馈', '浏览器/网络/缓存']"
teacher,老师,其他,这个字体问题还没有解决 能否尽快修改一下?(应该不复杂) 因为这个涉及到学生对考试界面的适应 比较紧急,自有题库录入的题目，答题页字体显示不对,自有题库录入，编辑器格式未去掉,1d04eb91a65c5845acc9e2cc3e9e401.jpg,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,这里的高中单词怎么没中文释义，连最后的答案都只有音标,单词作业，没有中文释义,单词书上传的词表没有中文解释,b69622f3f0080906004660b2a56a759.jpg,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,这个学生课表上已经上了3节课，但是课消只走了2节课，麻烦手动操作一下,学生入班前课消没有算上,老师可以手动算考勤,"3528ca3743d466b591e174a85d144a4.png,a738b8f07d7984cb4d096045718d7af.png",review_rewrite_needed,['班级/排课/课时/考勤']
teacher,老师,其他,你好，我们目前的模考，在，公池-入学模测，这个板块里面我们想安排人复制测试里面的音频等内容，需要给这个人设置什么权限，越小越好,需要查看学生的入学模考，复制测试里面的音频，需要给这个人设置什么权限，越小越好,如果要求该人员必须要查看所有学生的入学模考，目前只能给销售管理员身份。另外一种解决方法是给销售身份，把需要查看入学模考报告的学生分配给该人员。,,review_rewrite_needed,"['音频/录音/听力', '权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,其他,第三套卷子就一个学生错，别的都是对的，这是为啥,学生答案判定有误,昨天这个题更改了答案，更改答案之后对新作业生效，所以在更改之前的完成的作业，答案判定没有更新，已经处理好了,"3f069407e80dcf0932006255dd77026.jpg,39d9e5aebe3d37f8efbf78fb43b0429.png",review_rewrite_needed,['作业/布置/批改/反馈']
sales,销售,其他,我这边有个孩子在电脑上做完测试题目提交了，我后台显示的是灰色的未作答，请问这个是怎么回事呀？,学生入学模考提交了但是没有数据,技术已处理,,review_rewrite_needed,['题库/录题/单词书/模考']
academic,教务,其他,您好，我想问问这个课时右边看起来是剩余13小时，但是左边看起来是14小时这是为啥呢,学生学习报告课时和班级页面对不上,有一节课 是在后面补排的，当时是补排的没有算课消，现在补排的课也会算课消了，这节课技术手动处理了下考勤,,review_rewrite_needed,['班级/排课/课时/考勤']
student,学生,使用问题,老师，学生模考卡住了，学生是直接在微信界面打开做的模考,学生模考提交不了,用的微信浏览器,c03a6a77633d07ffd598c8a3cb90acc.jpg,review_rewrite_needed,"['浏览器/网络/缓存', '题库/录题/单词书/模考']"
teacher,老师,其他,老师想问一下 为什么学生作答了 但是没有判分呀？,学生写作没有智能批改,学生输入中有非UTF-8字符，所以测评失败了,94c9956acc62ea59b583d2c1e19cf6a.png,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,你好，学生【王涵林】有完成听力练习，但是在成绩曲线图看不到学生的听力成绩变化。请问在哪里看？,学生有完成听力练习，但是在成绩曲线图看不到学生的听力成绩变化,题型训练布置的作业不显示成绩走势，模考测试布置的才显示,de6fa895bf4b78ef7445c45e818eabe.png,review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力', '权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,其他,这是我们自有题库的题，为什么学生答案是对的，那是系统不给分？,自由题库学生答案是对的，但是系统给0分,老师这个题的类型选的是简答题，之前有处理过，需要技术看下,,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,老师，还有一个问题，我发现系统上录入的ti都会变成c，比如这个句子里面的conditions，复制到系统上，系统会变成的样子,自有题库复制文档，ti会变成C,文档内容的原因，复制这个文档内容到微信里也是一样的,974c10a82aff75cc3a5400fbb82ecf1.jpg,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,老师好！自有题库录题，我录了23题，可只能显示出21题，这是怎么回事？,自有题库录题，我录了23题，可只能显示出21题，题号有重复,可能是编辑问题,,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,老师从自有题库布置的作业，不能查看学生作答详情,老师从自有题库布置的作业，不能查看学生作答详情,未找到原因，有问题的作业技术已处理,,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,老师好，我想问一下，我这边看学生单词默写的答题录屏，他写的中文，和最终显示的中文是不一样的，这是有什么问题吗？,学生答题录屏写的答案和结果页的答案不一样,因为单词本身的重复，只返回了其中一个的结果，结果页，这个单词有两个,"4d34bd56d96145b8bea6bb3d3687ad6.png,607edae0a12633c1998afdce6e5df72.png",review_rewrite_needed,[]
academic,教务,操作疑问,老师，我这个班级怎么搜索不到我这个学生呀？,班级添加学生搜索不到对应学生,学生在已分班这个列表，您切换下就能看到,,review_rewrite_needed,['班级/排课/课时/考勤']
teacher,老师,使用问题,"这个学生,老师没有办法反馈授课记录，没有一次能反馈成功",老师i不能给学生添加反馈，无法编辑填写,学生不在班级,"2d52cb0fa40f9ace793ea5814372421.png,6e1a372c7e23e8cad1222615a34cdf7.png",review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
academic,教务,使用问题,这个班已经开班了 为什么销售这边查不到呢,销售创建订单搜不到对应班级,班级类型没有选择,"d3ef8b2600a49ef8aed8e2a32334c93.png,e856bf0390b18d95ad63663f879fbd2.png",review_rewrite_needed,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,其他,请问下这个分数是对的吗？阅读20题，共30分，每道题目1.5分，做对7道题目，分数不是应该1.5*7=10.5吗？,托福入学模考分数不对,教研组的时候没有设置为新题型，所以分数出现了误差,21821cd1d854a1b22c4297ca4601679.jpg,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,学生反馈看不出来单词，我们录完后系统里看到全部的单词，意思也有学生端口中文没了,单词书布置给学生的作业中文没有显示,意大利语单词显示不清楚是否有问题，可以讲词性移到单词前面,4ea082e1b1482c8edea0e0b9219cc71.jpg,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
student,学生,,学生收不到入学模考验证码,学生收不到入学模考验证码,测试没有问题，可以收到，技术需要再看下,,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,act模考不能改分数了,act结果页分数无法修改,未找到问题，技术更新了下,,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,使用问题,学生登入系统后界面是这样的,学生登陆系统后界面无法做作业,网址不对,8183a3af1245adf40315f9d1ea7aa33.jpg,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,小助手好，这两天学生的跟读打分很低，听着没什么问题，可以帮忙看看是什么原因么,学生跟读作业评分只有4分，平时分数是60-70,学生刚做完的时候，测评还未返回数据，之后正常,dcf8ba0a17a3ecd9b9df3f39e0f47ac.png,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,操作疑问,请问一下 单词背诵如何设置啊？,单词如何布置,已发送帮助中心,,review_rewrite_needed,['作业/布置/批改/反馈']
academic,教务,其他,充50小时，不知道这个剩余110个小时从哪里来的？,学员管理录入订单的页面显示班级剩余课时是110课时，学生只充了50个课时,这里显示的是班级总课时减去以上课时的数据，班级总课时是机构设置的,,review_rewrite_needed,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,其他,你好，我们在看学生模考的录屏，请问出现这个提示是代表什么意思呢？,提示中断答题是什么意思,是指学生的鼠标移出了答题页面,e43900fa18d2125ad7013351938d236.png,review_rewrite_needed,['题库/录题/单词书/模考']
student,学生,其他,你好 最近学生反映长难句会吞答案，就是有些题目只有第一个空保存了答案，有些全没了，小朋友做了两次 都是突然一下都没有了,长难句有些题目做了之后答题数据会消失,长难句的答题数据是一题一题保存的，也就是这一题答完，点击下一题上一题的答题数据才会保存，如果在这一题的答题过程中点击上一题，那这一题的答案就会没有保存上,18f75d5176d67ee382bc0ecd8bac4477.mp4,review_rewrite_needed,[]
teacher,老师,使用问题,我今天有个单词书传不上去了。。你们能帮忙看看吗,单词书上传显示单词为0,excel表头，这一列表头不是之前的“单词”，识别不了，这个不能更改,U7 - 副本.xlsx,review_rewrite_needed,['题库/录题/单词书/模考']
