audience,port,type,question,desc,answer,attachment,bucket,categories
teacher,老师,需求,"老师好, 麻烦指导下这个题目怎么删除呀?离职的老师创建的，怎么处理呢？",需要删除离职老师创建的机构题库,优化,72741e2805090f101bd9e82d73b69d1.png,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,需求,入学模测的多选题，是2个选项，正确1个即算正确1题，正确2个算正确2题，学生入学模测的正确题目数应该是2/10，系统显示结果是1/9，尽管最后的总分是正确的。但是题目数量不对。,系统有多选题的题目，结果页整体的题目熟练格式不对应的,,,ticket_or_handoff,[]
teacher,老师,需求,老师们，这个班有点奇怪哟，我布置了作业在1.2号，但是现在查不到了，【12.21】【托福】强化2023圣诞 ，我发了阅读和听力的套题,删除了老师账号，学生作业没有了,老师i重新布置了,,ticket_or_handoff,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '音频/录音/听力']"
teacher,老师,题目问题,23年8月北美的数学第4题答案应该是D,23年8月北美的数学第4题答案应该是D,,59b2ed34b040c72e8ebc306904520ae.png,ticket_or_handoff,[]
teacher,老师,入学模考配置,题目：雅思C10T2 听力阅读各半套 命名：雅思入学模考四,新增雅思入学模考,,,ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,bug,老师，麻烦问下GRE这块的评分标准是不是没有改变呀，这是改革后的新题型，每部分是27题，但是我们这边还是按照总数40来评分的,GRE结果页的题目总数显示对解析页题目数量不对应,,"e1d83559b861a787945a25b240f6e8ad_.png,27d023da5f0379222f77e723e4b31d9e_.png",ticket_or_handoff,[]
teacher,老师,bug,"你好，阅读真题20231203第二篇 第9题，学生选的是A，但系统显示 学生答案 C,正确答案C，麻烦确认一下正确率答案是？",结果页显示学生选的A，答案显示学生选的C,,"94215fee8f43e6281891a79a1ab7f4d.png,8c4437013dbe3adfee4f4a9e97933da.png",ticket_or_handoff,[]
teacher,老师,需求,老师 我想问下小程序老师端口收到学生默写单词情况 可以出一个复批功能吗？网页一直有的，就是小程序不能,小程序老师端可以像网页端一样，可以复批学生的单词作业,,,ticket_or_handoff,"['作业/布置/批改/反馈', '小程序/公众号/二维码']"
teacher,老师,入学模考配置,托福入学测试 6,新增托福入学模考,,"f338633171073aa334c3fc4f7b7bb86.png,e8357331a987c81354035ebb5bab0b7.png,070b08aad3ec7f6fa975de6f0bb928d.png",ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,需求,雅思题库都设置开放,雅思题库全部开放给学生,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,老师们好，为啥学生的入学测试，写作和口语提交了，但是成绩没有显示，这位同学的写作提交了，但是显示0分,学生入学测试，写作总分显示是0，但是写作小题有分数显示,,3684aa146dbff67e82936fbde1af264.png,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,题目问题,这篇文章的正确答案应该是D，辛苦校对下哈,Passage 38 / 2022阅读真题 第9题答案有误,,3f54691d112c40f67fd5fde8a041f8a.png,ticket_or_handoff,[]
academic,教务,需求,查看老师课表现实的是只能看一周的老师课表，请问这个部分如何可以调整成可以选择看一个月或者好几个月的？这个是比较需要和方便排课的时候去直观看一些老师的几个月的排课情况，然后抽空穿插的。,老师视图可以看月视图或者选择时间查看,,,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,优化,我提个建议啊 为啥我按了一键反馈结果ai把我之前辛苦打的细节都吃掉了 我举个例子啊 我针对性的比如 therefore 写错了 这种就没了呢,课堂反馈AI生成会消掉之前老师输入好的细节,,,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,需求,不好意思晚上打扰你们，模考测试的时间我们是不是不能设定？因为有的学生可以使用1.5倍时，基础练习和自定义作业都有倒计时选项，模考练习就没有哎。,模考测试可以设置1.5倍数时间,,,ticket_or_handoff,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,入学模考配置,老师好！能否在我们的托福模考中增加一个最新托福TPO74的口语题吗? 上次的那个TPO75，学生已经测试过了。谢谢啦！,新增托福入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,优化,我想请问一下，这里是没有0.5小时制的是吗,学习报告里面已排课时未显示小数,,cbe3b11edc2353639e59295ce73cd69.png,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,题目问题,老师这道题系统给的答案有误，麻烦改一下。,gre-【填空阅读机经- TEST 2 section1 】答案有误,,d2358e818cd6f3b4f9a89a412fd5bdf.png,ticket_or_handoff,[]
academic,教务,需求,校校小助手 你好～ 有个小问题请教：教室名称可否在原有基础上编辑？如果要改一定要删除了重新添加吗？但那样顺序又乱了，那些错加的教室名称已经排进课表了 删也删不了，班级太多 要去找到对应的教室再编辑 犹如大海捞针,需要可以修改上课地点，课表内已排的课程可以自动同步修改,,,ticket_or_handoff,['班级/排课/课时/考勤']
student,学生,bug,你好，学生说这个点不开，请问是什么情况呀,学生点击题库开放的作业提示参数不正确,,e08da61c5405ee0aae92b163c9e28911.mp4,ticket_or_handoff,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,入学模考配置,"hello, 可以带帮忙单独放一个雅思口语进去嘛？ 只要口语就可以",新增雅思口语入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
student,学生,bug,老师们，我有一个小问题，就是自定义作业里面，我设置填空题形式，然后题干在答题里面显示出来，然后结果页面里面是看不到题干的,学生端自定义作业答题卡未显示题干,,7aa4aaaa7527cbc40de353fbcaf11f4.png,ticket_or_handoff,"['作业/布置/批改/反馈', '权限/角色/公池']"
student,学生,优化,老师好！请问这些真题的排序怎样可以按顺序来，这样乱序的，学生不好找，谢谢老师！,学生端开放题库加一个搜索按钮,,688d63e5a668709683a97fc7c200a8c.png,ticket_or_handoff,['题库/录题/单词书/模考']
sales,销售,bug,老师，高兴同学的订单，打开合同为什么是常润同学的合同，这是哪里出现问题了呢,合同打开显示的是其他学生的数据,,"b56d70a5c88909090fca8200f8939f4.png,ffd06d2fd05b4fafcb6481dc86602b8.png,fd60bd2b0f723ff7a086189ed80c80d.png",ticket_or_handoff,['订单/合同/报课/收费']
teacher,老师,入学模考配置,老师，可以帮忙把入学模考里面添加上TPO69吗？谢谢,新增托福入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,需求,您好，这个班级检索这里能不能实现打字输入检索呀~,班级检索这里需要打字输入检索,,3bc9f2afeb59afd4756f16f6a286f0e.png,ticket_or_handoff,['班级/排课/课时/考勤']
academic,教务,需求,1.手机端是否可以添加数据分配 2.课时排超预警-排课界面 3.考勤界面显示排课教室 4.考勤界面显示是否可以提示迟到 6.考勤方式是否可以添加，图片考勤/文字备注,考勤相关需求,,,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,优化,您好，请对单词练习布置这里，进行最大单词数量的限制，之前是有的。现在即使超出范围也是能正常布置的,单词布置可以超过单词范围,,f39cf6197307043952c49ec61ccc7d9.png,ticket_or_handoff,['作业/布置/批改/反馈']
academic,教务,需求,您好，想问下学生端课表视图不同老师的课能不能是自动区分不同颜色块呢，我们是想按照时间顺序，并且不同课程按照不同颜色区分这样一个课表,课表颜色可以按照时间顺序，不同课程区分颜色,,,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,需求,"这个多次布置，已发布的记录能不能改成布置了 多少到多少，共几次，词库还剩多少单词呢，like这种格式 初级单词打卡x20 2023-11-07~2023-12-31 已布置55次，第21~第1120，词库剩余319个单词,不然都不知道是从哪里开始布置的，时间一久就忘了",多次单词已发布记录显示优化,,,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,优化,它已经提示了，仅可布置16天，但最后已发布的还是写的28次，这个也比较割裂 直接设计成剩余词库不足的情况下，只能布置16天就好了呀，不然还要自己挨个去数日子算到底哪天才是第16天,多次单词已经提示仅可布置16天，但最后已发布的还是写的28次,,"406f0dc7ea1774886063d3fb1b9beec.png,cf764c0c5cf36f7f63905e38098b5a8.png",ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,优化,老师好 我们学生说雅思阅读做题时 文章可以高亮 题目不能高亮 但是考试两个都可以,雅思阅读题目也应可以高亮，和实考一样,,,ticket_or_handoff,[]
academic,教务,优化,您好，我这边为什么不显示添加新教室的那个标志啊,排课上课地点没有新增上课地点的按钮,,84e8caf3bca4e83ec4d3320220aac83.png,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,入学模考配置,Doreen老师，我们组合了一套雅思入学模考测试题 能帮我们在系统题库里看有没有这些题 然后做成测试题嘛,新增雅思入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,入学模考配置,辛苦老师录一套入学测试题： 听力：5-3-1/5-3-2 阅读：8-1-1 写作：5-2-2 试卷名：雅思入学测试A卷,新增雅思入学模考,,,ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
academic,教务,优化,您好，我试了一下，还是没有办法输入中文,课表页面搜索老师，没有办法输入中文查找,,87c51b4916edb8f1999ea48e313f190f.mp4,ticket_or_handoff,['班级/排课/课时/考勤']
student,学生,bug,这两天我们学生打不开模考界面,学生端无法打开作业链接，口语音频无法上传,,,ticket_or_handoff,"['作业/布置/批改/反馈', '音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,题目问题,2022第13套阅读材料单词有误2022第11套阅读材料单词有误,托福2022第13套、11套阅读材料单词有误,,83c3c316b245c9e282a2caeed46d299.png,ticket_or_handoff,[]
teacher,老师,入学模考配置,你好，帮忙托福入学模考里的tpo61换成43套哦，谢谢啦,入学模考配置,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,"老师您好,作业布置无法进入,一直处于加载中",系统作业布置加载不出来,技术处理后恢复,"58edb0ad7d8561eb19205e9e2a766d31_.png,8d1217bfbf4e3c75d655cd3ea885d2cf_.png",ticket_or_handoff,"['作业/布置/批改/反馈', '音频/录音/听力']"
teacher,老师,bug,系统题库没有答案显示了，也看不到每个选项选择的概率,系统题目没显示答案和答案选择概率,,747807d89f103dcc1d5b6ad28ebef96.jpg,ticket_or_handoff,"['权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,bug,您好，这个链接里的模考作业，有个学生陈雨萱的答题结果一直打不开，显示“wrong”，其他孩子的可以正常打开,模考作业结果页打不开，报wrong,,,ticket_or_handoff,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,bug,请问我们不能后台交卷吗？学生都做完了，学生端也不能交卷，我们后台端也不可以，请问一下这是什么问题呢？,学生入学模考无法提交，销售端提交报错,,8943b62e59a89c904c0500fb271ed7c.png,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,你好，学生打开这个链接模考，module 1时间一直停留在39分钟不变，这是什么情况啊,SAT模考答题倒计时不变,显示问题,5c114fd739ebacba69983347cde42a6.jpg,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,优化,"老师请问下开放题库这个功能,这个题有木有一键全选的功能,还是说只能一个个点还是",开放题库有全选快捷操作吗,,92b926d51d2d68d32b151d11f5ac73e.png,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,优化,老师们，系统上录入学生考试成绩，总成绩 无法 输入小数了，麻烦帮忙处理一下，谢谢,学员管理录入考试成绩，无法输入小数点,,,ticket_or_handoff,[]
sales,销售,bug,老师这个合同，学生字都签了，不见章子了,合同发给学生签字，没有显示公章,已优化合同公章位置在合同最后，生成合同前预览公章位置可做调整,image.png,ticket_or_handoff,['订单/合同/报课/收费']
teacher,老师,入学模考配置,想新增 tpo70 套之后的模考题目,新增 tpo70 套之后的模考题目,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,需求,我们可以增加作业分享到微信群的功能吗？学生作业分享一下老师批改起来会更方便,作业完成后分享到微信群，老师批改更方便,,,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,优化,布置单词作业，单词数量不够时，显示有歧义,布置单词作业，单词数量不够时，显示有歧义,显示有歧义，已反馈给技术修改,image.png,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,bug,大纲里的词汇任务下发似乎有问题,设置作业大纲任务下发频次为周一、周二、周三、周四，下发后仅显示周一的,修改目录下发频次后，单词任务下的日期没有按频率更新,"image.png,image.png",ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,入学模考配置,老师好！可以在我们的托福模考中增加一个最新托福TPO75的口语题吗? 想让意向学员测试一下口语，谢谢！,托福模考中增加一个最新托福TPO75的口语题,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,数据恢复需求,启硕教育需要恢复老师账号，他们误删了，18826228678 李悦帆,启硕教育需要恢复老师账号，他们误删了，18826228678 李悦帆,,,ticket_or_handoff,['账号登录/密码/手机号']
teacher,老师,录入需求,老师 麻烦您把这套听力原文文本上传到系统～谢谢🙏,题目上传,,,ticket_or_handoff,['音频/录音/听力']
teacher,老师,需求,有一个建议，单词任务的多次学习模式，能否以整本书为单位去布置？,布置单词作业，无法根据整本书布置，只能单个list布置多次,,image.png,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,bug,以及 现在我在录入自己的题库 在这个过程里 现在我每次点添加题目 新出来的这个界面不知为何回去莫名其妙把前一道题目的问题和选项给一起复制了，我等于还要多一个去一个个删掉的工序,自有题库，老师点击新增题目会显示之前的题目内容,,57c026279ae0c1795dd6699c851ae7f.png,ticket_or_handoff,['题库/录题/单词书/模考']
student,学生,需求,老师，我们有学生反馈在系统做题时几个问题了： 1.高亮部分是白色，这样高亮过后的词看不清。 2.高亮后的区域鼠标如果碰到会显示清除框，对下面的题目有遮挡影响做题，同时如果不小心点了清楚，题干信息会被擦掉。 3.写填空词时鼠标有时无法选中对话框，导致无法填写答案。 另外，一些学生表示下载谷歌浏览器用起来不习惯，我们后期有可能其它浏览器也可使用吗？,雅思答题高亮部分是白色，这样高亮过后的词看不清,,"f5f24eb7bbc46c2678154e61e0aac69.jpg,1cf64e829d571f158084e704b35da2c.jpg",ticket_or_handoff,"['作业/布置/批改/反馈', '浏览器/网络/缓存']"
teacher,老师,需求,老师我想问一下，这里的创建人可以修改吗？可以全部改成我是创建人吗,自有题库创建人需要重新挂靠,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,需求,您好，麻烦把这个练习后台强制交卷，谢谢,需要提交学生的作业,,,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,题目问题,你好，prinston review test 2 module 3 harder 第二题答案好像错了，应该是C,sat prinston review test 2 module 3 harder 第二题答案有误,,"64668a8f213041e983cf4b75460427c.png,28df3a3bc65b7175aa4fa038ec7dddb.png",ticket_or_handoff,[]
teacher,老师,优化,老师们 我们自己在系统上传的单词书发现很多的单词系统上是没有意思显示的，能帮我们看看并解决一下吗，我们自己上传的原始单词书我检查过了，里面意思都是有滴,单词书上传的单词没有显示中文解释,,"4c8755cb9569f2a43130b5c55896582.png,051023【惟学】雅思听力单词语料库.xlsx",ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,题目问题,"你好，这个是机考princeton 第一套的阅读routing 第11题,这个是机考princeton 第二套的阅读harder 第1题，答案应该是错的，正确答案应该是C,机考princeton 第二套的阅读harder 第2题，正确答案应该是B",sat机考阅读答案有误,,"ea33ece1e74d4c25ab8b509d0f508b9.png,f28c8581e44c642317df65f6b3bb749.png",ticket_or_handoff,[]
teacher,老师,bug,你好，这两道题少了一张图 202306北美卷 - Math (Calculator OK) 的24和25,202306北美卷 - Math (Calculator OK) 的24和25图片未显示,,b80600af5edb5954fa7c53e5b3b9a64.png,ticket_or_handoff,[]
teacher,老师,题目问题,答案应该是bdf，谢谢,2022第34套passage2 第10题答案有误,,a5f362d393ebee0018ba1e59d00bb83.jpg,ticket_or_handoff,[]
academic,教务,bug,支付完都搞定之后，我界面就晃了一下，然后要重新界面点了确认之后，页面就出现这个提示，家长端口是交钱完成的，然后得关掉，再回到订单中发现是待确认状态，然后我要再用主管账号审批订单，就可以了,订单支付之后提示操作失败,,3973f17670be5196998ebceb589e71cb_.jpg,ticket_or_handoff,"['账号登录/密码/手机号', '订单/合同/报课/收费']"
teacher,老师,数据恢复需求,您好，想问一下，删掉的作业还能恢复吗？老师账号：13031032363 班级名称：托福学习班 作业名称：石逸模考 删除时间：大概是今天早晨9-10点,需要恢复作业,,,ticket_or_handoff,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']"
teacher,老师,入学模考配置,老师，拼几套题，我一个一个跟您说，第1套，名字“12.23高中2段结课模考”,新增托福入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
principal,校长,需求,那这个请假有没有流程就是他请了，但是要校长通过他才可以成功的请到这个假，而不是我不同意的话直接给他删掉，不能这么操作，就是他们先提交申请，他们去请假了，但是这个不能直接到他们那个请假见面，要他们先申请申请我们通过之后才能落实到这个请假上面,老师端口请假需要校长/教务同意才能完成请假,,,ticket_or_handoff,[]
sales,销售,bug,你好，请问学生付了定金需要补交尾款出现这个情况要怎么解决呀？微信小程序端我也没找到补交尾款的入口,学生订单是在pc端操作的，补交费用提示“只能在小程序端支付”,,acdf7f20ad22ec4afe716bfd1e77a7c6_.jpg,ticket_or_handoff,"['订单/合同/报课/收费', '小程序/公众号/二维码']"
principal,校长,优化,我们这个导出 字符显示不全,课表导出列表模式显示不全,,b5f7e656c7bd401b2dbb0ba9a3e1b72.png,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,bug,第六题答案是C，但是预览会显示D，要返回到题目，重进一次预览才会显示正确答案C 保存之后，我再点进预览也是一样的情况，同样的问题有复现第13题从前面的题目进入预览模式也是没有答案的,题目预览如果从之前的题目开始，后面的题目答案显示是错误的或者空白的,,"e3d85a8bf93e605c2509bc2437584f4.jpg,8d47442ab2b17445e41b7c86d2a47813.mp4",ticket_or_handoff,[]
teacher,老师,题目问题,你好，打扰了，托福真题第二十一套的lecture2的第三题，这边答案是不是显示错了，正确答案应该是D，这边显示的是B，麻烦check一下哦,托福真题第二十一套的lecture2的第三题，正确答案应该是D,,d66c1e461440f8fd7100075b18b2b80.png,ticket_or_handoff,[]
teacher,老师,入学模考配置,麻烦教研老师在系统上放个TPO72的入学测试链接,新增托福入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,需求,老师好！雅思阅读学生做题时高亮了，但是做完后老师查看作业的时候看不到高亮这个功能后期会更新吗，因为如果学生高亮和笔记了 但是结果页不显示 那我们使用这个的意义就不大了,雅思答题高亮需要同步到结果页,,,ticket_or_handoff,"['作业/布置/批改/反馈', '权限/角色/公池']"
teacher,老师,入学模考配置,你好，雅思入学模考可以把上面一套换成剑桥16的TEST 1吗？谢谢哦,新增雅思入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,入学模考配置,您好，帮我们拼一套题我们做个入学测试模考，谢谢 名称：2023秋嘉华结课模考 剑桥13的Test3全套（听阅写口）,新增雅思入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,我看这个词库只有1480个单词但是如果我选择多次布置的话，一次20个，甚至可以布置162次，这已经是3240 个单词了，远远超出了1480那么后面布置的是什么？我记得布置作业未改版之前，系统会提示你，剩余词库数量超出了限制，不足多少多少天现在这个提示没有了,多次单词布置超过限制还可以布置,,9a4503f43a8d62617d37a09819c3161.png,ticket_or_handoff,['作业/布置/批改/反馈']
student,学生,优化,能否将上传格式增加一个：m4a,自定义作业音频上传需要加一个m4a格式,,b717945ccda0e5327cdf19e07d56c89.jpg,ticket_or_handoff,"['作业/布置/批改/反馈', '音频/录音/听力']"
teacher,老师,入学模考配置,你好，托福入学模考里把上面这套删除，换成TPO42可以吗（discussion board随便用一个就行哦）,新增托福入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,你好，这个下面的题目来源能不能写一下是哪套题，要不留完都不知道是哪套,布置SAT作业，题目来源没有显示,,ebae5b56feac69223bb0afcd02cc4c5.png,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,需求,每天任务都是提前手动设置的，系统到时候自动下发？这样前期有点繁琐，在选题的时候还容易重复，能否改进一下，像每日单词打卡一样智能一些呢,基础练习可以像多次单词练习一样，每天自动下发,,,ticket_or_handoff,[]
