反馈日期,客户问题,问题描述,客户名称,所属功能,端口,问题类型,处理进度,反馈进度,测试处理状态,Bug状态,测试备注,备注,附件,周
2025/11/19,学生说做完题 看不到解析,真题解析,芝仕汇,系统题目,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/19,老师们，请问我们系统的ip地址在哪里获取？可以帮忙查询发送下吗？  有家长在问[抱拳],路由器白名单设置,硕果国际,其他,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/19,我们的入学考，麻烦修改一下，听力部分不应该有原句的，同时也check一下，所有听力和口语部分都不应该有原音频的文字,题库界面显示疑问,无名氏,题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/19,课程反馈页面的课程选择出现乱码看不到日期是咋回事呢,课程反馈界面日期显示乱码,琢思未来,课堂反馈,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,老师 请问学生单词打卡出现这种情况是什么原因，就是语音录入不了[抱拳],口语单词录音，有的录上有的没有,新航道杭州,结果页,老师,使用问题（t）,已处理,已反馈,,,,技术查看未处理：pending，没找到原因,,2025W47
2025/11/18,李老师，您好！麻烦您把托福测试的真题1和真题2给换一下题吧，感谢！,入学模考配置,艾布纳,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,,,2025W47
2025/11/18,您好，请帮我组一套题，标题是：雅思测试。谢谢。,入学模考配置,中际联合,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,,,2025W47
2025/11/18,hello，老师您好，可以帮忙绑一套SAT模考题吗？2506亚太A,入学模考配置,玥玥老师工作室,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,,,2025W47
2025/11/18,这一套题无法开放到学生端口,开放题库SAT有套题无法开放，会提示wrong,新通,开放题库,老师,Bug（t）,已处理,已反馈,,,,11/18 P1 开放sat2017年题目提示wrong,,2025W47
2025/11/18,请问一下，这个词库有电子档可以发给我们一下吗,系统单词书excel,秒懂,单词书,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,卡了退了进不去,登录界面白屏,谨福教育,登录,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,老师们，想问一下学生用系统做口语显示录音失败，是什么情况呀？,口语录音失败,孚外教育,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,这一套的听力录音太糊太糊了，还有杂音和中断，可以优化吗？（20250906真题/整套/Conversation-1）,听力音频模糊,承读教育,系统题库,老师,题目需求（s）,,,,,,,,2025W47
2025/11/18,中午好，这里有一份模考，写作的大作文没有批改框，可以帮忙核实一下吗？https://mhdenglish.xiaosaas.com/org/IELTS/result.html?id=9807229&stubj=&qid=&stuid=220598&wrcd=1&xiaov=1760888334,结果页写作部分，没有整体评价的批改框,曼哈顿国际,结果页,老师,使用问题（t）,已处理,已反馈,,,,技术处理,,2025W47
2025/11/18,问问，我怎样来的归类打印中每个学生课程结束的时间？老师，每个班课，一对一学生的课结束时间的明细,导出班级结课时间,托雅猫,班级,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,这个自适应测试里面一共是单词——听说读写5个模块，能每个部分单独发给学生测吗,自适应能否联系单独的某个模块,渊学通,自适应训练,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,Hi老师，这个好像还是不能解锁呢，是需要重新布置一轮吗,单词书还是不能自动解锁,Keystone,单词书,学生,Bug（t）,已处理,已反馈,,,,待测试11/19 P2 单词书不能自动解锁下一个单元,,2025W47
2025/11/18,您好，请问这周的验证码是？,通用验证码,亨瑞留学,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W47
2025/11/18,老师您好，我们有一个员工的校校账号由于忘记密码导致无法登录，然后手机号也收不到验证码，请问老师可以给一个通用验证码吗，或者帮忙重置一个密码@校校助理 ,员工账号重置密码,高顿紫藤,员工管理,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,老师，学练模式下托福听力文章听完了不显示题目是怎么回事呢,学练模式下快进音频，无法跳转到题目界面,新航道济南,开放题库,学生,Bug（t）,已处理,已反馈,,,,已处理，待测试,,2025W47
2025/11/18,hello，我想问一下这个是怎么判对错呀？阅读passage3的37题https://mhdenglish.xiaosaas.com/org/IELTS/result.html?id=9807229&stubj=&qid=&stuid=220598&wrcd=1&xiaov=1760888334,雅思格式,曼哈顿国际,系统题目,老师,其他,已处理,已反馈,,,,,,2025W47
2025/11/18,你好，雅思听力场景词汇中英文可以校对一下嘛,后台上传的单词书内容有误，需要修改,杭州青澜,单词书,老师,其他,已处理,已反馈,,,,,,2025W47
2025/11/18,口语检测不到声音 无法进入考试,口语检测没有声音,寸心,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,请问这个小程序单词打卡的界面是改动了吗,从小程序点进的结果页是网页形式,硕果国际,小程序,学生,使用问题（t）,不处理,已反馈,,,,还没有修复就自己好了,,2025W47
2025/11/18,您好，现在可以在入学模考的页面配置模考吗？,入学模考配置,HUGE,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,,,2025W47
2025/11/18,校校上面做雅思托福的模考卷，对设备/浏览器有要求吗？,模考答题疑问,爬藤,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,你好，我刚才不小心删除了一个班级,恢复删除班级,航野教育,班级,教务,数据恢复需求（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,hi，我想问一下自定义作业能不能直接导入答案，学生做完之后就能看到答案解析呢？,自定义作业添加答题卡,曼哈顿国际,自定义作业,老师,使用问题（t）,已处理,已反馈,,,,,,2025W47
2025/11/18,任课老师已经绑定完，但是老师端显示没有绑定成功，这种怎么处理呢，同事也有类似问题。,学生不在班级中,新航道北京,班级学生,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,"校校您好，学生模考听力部分第28题这里问了老师是正确的，麻烦您们这边帮忙改一下，谢谢[玫瑰]

https://mhdenglish.xiaosaas.com/org/IELTS/result.html?id=9819080&stubj=&qid=&stuid=226527&wrcd=1&xiaov=1760888334",雅思答案格式,曼哈顿国际,系统题目,老师,其他,已处理,已反馈,,,,,,2025W47
2025/11/18,老师们，测试链接，家长进去了，但是马上退出了，学生明天测试会有影响吗？,进入过测试链接是否会影响答题,玥玥老师工作室,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,学生题库里面自主刷题的时候，这里疑问标注了（他以为这里是他自己的笔记区），这个我们怎么可以看到吗？,学生在开放题库刷题的时候，点击了“对此题提出疑问?”，老师想看到学生填写的内容,唯优教育,开放题库,学生,其他,已处理,已反馈,,,,,,2025W47
2025/11/18,学生忘记自己注册号码和密码怎么办？,学生忘记账号密码如何登录,新航道石家庄,登录,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,老师们好 这些上课课提醒能够从我们机构的服务号进行推送吗,自有公众号接入流程,东西方,公众号通知,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/18,这个孩子一直测试不上 可以帮忙看下嘛,音频无法加载,谨福教育,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,咱们这里显示剩余课时数是0 但是家长端显示还有2课时,家长端小程序剩余课时0，学员管理界面显示2,北外,课时,家长,Bug（t）,已处理,已反馈,,,,11/27 P2修复中 学生没有报名的情况下，家长端小程序和校长端-学员，剩余课时显示不一致，需要修改为何家长端剩余课时显示一致,,2025W47
2025/11/17,一个小朋友做托福模考，在口语部分，答题上传语音的界面就卡着不动，第一次关了重新进重新答题，第二次等了很久跳到下道题了,学生开启了VPN导致的,GE-Elite,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,学生模考好 可以用AI批改吗？,如何使用AI批改,GE-Elite,AI批改,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,老师，我想问问目前系统更新的雅思真题，什么时候会同步解析？,雅思真题解析,MHT国际,系统题库,老师,题目需求（s）,,,,,,,,2025W47
2025/11/17,麻烦问一下 为什么有时候学生完成题目是不显示每道题的用时的 ,结果页不显示答题时长,渊学通,结果页,老师,使用问题（t）,已处理,已反馈,,,,技术查看未处理：题型训练没有时长,,2025W47
2025/11/17,还有这个黄色的点代表什么意思呀,笔记功能疑问,渊学通,笔记,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,我们的雅思测试题链接在泰国能打开吗,国外学生能否作答入学模考,亦诺国际,入学模考,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,倒计时这里还有个问题，邮件写作应该是7分钟，我看现在更新的是6分钟,新托福邮件写作时间应该是7分钟,自测,答题,学生,Bug（t）,已处理,已反馈,,,,11/18 P1 邮件写作倒计时修改为7分钟,,2025W47
2025/11/17,老师好，麻烦录入一下新题，谢谢,托福DB新题录入,飞虎,系统题目,老师,题目需求（s）,,,,,,,,2025W47
2025/11/17,我想问一下 给学生布置的托福模考 为什么有的套题有巩固训练 有的就没有,如何查看巩固训练（精听/跟读里有题目就会自动推送）,亦诺国际,系统题目,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,另外这个入测 是只有一个框的 评价框应该有四个,没有开启AI批改，所以评价维度只有整体&发音,壹思唯,结果页,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,"https://edu.yimiaodong.com/org/answer/result.html?type=2&typeid=9419030&stuid=141813&stubj=&qid=&wrcd=1&xiaov=1760888334 task2听力原文不对
https://edu.yimiaodong.com/org/answer/result.html?type=2&typeid=9614643&stuid=141813&stubj=&qid=&wrcd=1&xiaov=1760888334 这个task2也有问题",听力原文,秒懂,结果页,老师,Bug（t）,已处理,已反馈,,,,这个璐璐说整体再看一遍,,2025W47
2025/11/17,麻烦发一下近期的模考通用验证码,通用验证码,秒懂,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W47
2025/11/17,你好，能否重新发一下这个文件呢,老师/助教端使用文档,广工雅思,其他,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,然后还存在这个会出现小数点的情况，这种可以让ai批改的时候保持整数或者0.5这种形式吗？,北京新航道 机构题库写作题如果有小数点 就不会自动换算分数,新航道北京,机构题库,老师,Bug（t）,已处理,已反馈,,,,11/19 P2,,2025W47
2025/11/17,你好之前退费的时候订单只选择了退金额，课时没有退，导致系统内真实的课时数对不上，需要怎么操作解决？,订单只退了金额没有退课时，后续退课时如何操作,领鹿教育,订单,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,系统单词书中这些单词列表的先后顺序可以更改吗,修改单词书list的顺序,唯优教育,单词书,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,有部分学生上面这些是灰色的，是因为没有选班么,学员管理有标签是灰色的,朗思教育,学员管理,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,"校校老师, 顾问端口入学卷发出后,  学生完成后老师端口如果要进行口语写作批改的话, 是不是只有顾问的账号才能看到学生的作答呀",批改老师如何批改入学模考,新通,结果页,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,13883857887，所在班级YSL7JFB2509-25老师，能不能帮我看一下这个学生的卷子怎么一直在进行中呢， 我们没办法生成成绩。 ,学生没有交卷,新航道,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,请问现在新托福题目还没有标记“已布置n次”是吗？希望加上避免重复布置，谢谢啦[爱心],新托福，作业布置界面，需要能显示“已布置n次”的标签,新航道济南,布置作业页面,老师,功能需求和优化（s）,,,,,,,,2025W47
2025/11/17,你好，这是我们自有题库的数学题，但是只有这套显示不出每一题的正确率,机构题库试卷不显示正确率,Vantage,机构题库,老师,Bug（t）,已处理,已反馈,,,,11/19 P1 老师反馈自有题库题目没有显示正确率,,2025W47
2025/11/17,这个界面，当选项和题干不在同一个界面时，没法拖动选项到指定的答案框，例如13题,雅思拖拽题，选项和题目不在同个页面，无法拖拽,秒懂,答题,学生,使用问题（t）,已处理,已反馈,,,,技术查看未处理：老师您让学生点击这个按钮，可以将选项固定住,7d99a1336dfc64a909742e17fd2468fc.png,2025W47
2025/11/17,老师 校校币怎么加,校币分配,新航道上海,校币,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,托福官方出的题什么时候上线呢？,新托福官方题目,NewWay,系统题库,老师,题目需求（s）,,,,,,,,2025W47
2025/11/17,雅思历年真题是真的考试题目吧？,雅思真题更新,NewWay,系统题库,老师,题目需求（s）,,,,,,,,2025W47
2025/11/17,您好，今天早上我们有一位老师上完课之后，说咱们的系统没有弹出来要该写评价的提示了，您可以帮忙看看啥情况吗？ @校校技术支持（工作9：30-18：30）,首页没有显示待反馈,HUGE,首页,老师,使用问题（t）,已处理,已反馈,,,,技术查看未处理,,2025W47
2025/11/17,你好 学员用谷歌浏览器打开网址让她下APP版，这个网页打不开，不知道咋回事,学生登录没有使用谷歌浏览器,秒懂,登录,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W47
2025/11/17,"老师，请问这位""徐明昊""学生，他只绑定在自己班级里，没有进第二个班。为什么公众号会提醒他其它不相关的班级课程提醒呢",学生收到了不属于自己的公众号通知,硕果国际,公众号通知,学生,使用问题（t）,已处理,已反馈,,,,技术查看未处理,,2025W47
2025/11/17,老师，请问这种该怎么解决,出现两个相同的英文释义,新航道苏州,单词书,老师,使用问题（t）,不处理,客户未回复,,,,已二次，未回复,,2025W47
2025/11/17,老师 从微信端通知入口进入校校小程序 没有教师端无法添加评语,"  学生作答完自定义作业，老师从公众号通知进去作业结果页，没有添加作业评语的按钮",新航道北京,公众号通知,老师,Bug（t）,已处理,已反馈,,,,11/18 P2 飞书反馈的,,2025W47
2025/11/16,hello，学生测试音频阶段就转圈圈,音频加载不了,谨福教育,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/16,老师好，新托福听力部分的题学生碰到做题的时候没有声音和不能选选项的情况,音频没有声音,新航道郑州,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/16,辛苦更新一下临时验证码，谢谢~,通用验证码,洒脱教育,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W46
2025/11/16,请问2026新托福的lower模式，不应该是先做router再做lower模式嘛？但是您们上传的题目是反过来的,新托福M1和M2顺序不对,洒脱教育,布置作业页面,老师,Bug（t）,已处理,已反馈,,,,11/18 P1 新托福入学模考，学生作答顺序显示不对，应该是router-lower；目前是lower-router,,2025W46
2025/11/16,辛苦强制提交一下，谢谢,强制提交作业,洒脱教育,其他,老师,其他,已处理,已反馈,,,,,,2025W46
2025/11/16,两个实时作业点进去都是空白,实时作业进入后都是空白,新航道石家庄,实时作业,学生,使用问题（t）,已处理,已反馈,,,,技术处理,,2025W46
2025/11/16,"这是怎么回事～我对比了，我那个孩子9个空都是对的，就第1个空没填，系统显示每个格子都是红。是不是系统要全对才显示绿?
评分的话出来28，分数应该是没错。",新托福正误显示问题,壹思唯,结果页,学生,使用问题（t）,已处理,已反馈,,,,技术处理,,2025W46
2025/11/16,老师 这篇文章第二段帮忙更换成下面这个,专属题目修改,壹思唯,系统题目,老师,其他,已处理,已反馈,,,,,,2025W46
2025/11/16,写作新托福部分匹配句子同学们反应拖拽正确选项非常困难,拖拽题拖拽困难,壹思唯,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,学生网络问题导致,,2025W46
2025/11/16,这个是句子翻译的答案问题,长难句答案,秒懂,系统题目,老师,题目数据问题（t）,,,,,,,,2025W46
2025/11/16,老师帮我把这个名字改成sat真题模考,入学模考配置修改,寄托,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,,,2025W46
2025/11/16,整套题里  要分开录入吧 要不做整套题  是三个module 没法调过,SAT如果有三个module要标注,北京蘑菇,系统题目,老师,其他,已处理,已反馈,,,,,,2025W46
2025/11/16,老师辛苦问问，这种阅读点击错误，点击交卷的，一般怎么继续答题哈,已经提交的试卷如何重新作答,环球北京,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/16,老师，请问系统上的新托福题目是什么来源呢,新托福题目来源,杰璞教育,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/16,您好，我要用AI批改学生做的写作，但是一定点击AI批改，他就说我登录失败，就退回去登录页面，一直这样的,AI批改会导致登录失败,新航道上海,AI批改,老师,使用问题（t）,已处理,已反馈,,,,技术查看未处理,,2025W46
2025/11/16,雅思阅读12-7-1 的第九题和第十题好像可以优化一下,雅思题目重复,新航道武汉,系统题目,老师,其他,已处理,已反馈,,,,,,2025W46
2025/11/16,麻烦把现在校校系统里的所有的学员名单导出来,学员导出,菁鹰,学生账号,教务,其他,已处理,已反馈,,,,,,2025W46
2025/11/16,老师不好意思打扰了～校校的学生账号登不上去，请问系统是在维修吗,无法登录（提示账号密码不正确）,广州翎远,登录,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/16,另外，布置新托福题目，布置过的题目不会显示布置过一次的提示语，且作业中没有显示年份；这样子我们会不清楚哪些布置过,新托福不会显示已布置的标签,维他,布置作业页面,老师,功能需求和优化（s）,已处理,已反馈,,,,,,2025W46
2025/11/16,老师 想问下 我有个学生做校校托福测试 口语和听力没有上传上去，就是没分 但是孩子确实做了，这个您的后端可以看到吗 ,听力和口语提交后没有数据,新航道北京,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,成绩未发布,,2025W46
2025/11/16,老师我这一端布置了模考任务，但是学生端没收到，而且他提交的作文我这也没有显示，是什么问题,学生没有收到布置的作业,瑞璞冠至,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/16,老师好，我想问一下其他学生的公开笔记怎么样删除呢,如何删除学生的笔记,JXLX,笔记,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/16,老师好，学生模考收不到验证码是什么情况？未欠费，信号也没问题,通用验证码（验证码失效问题）,维他,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W46
2025/11/16,这样该怎么操作,打开窗口被阻止，请在系统设置中关闭相关设置,删除,其他,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/16,需要一个新的验证码～,通用验证码,PDA,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W46
2025/11/16,"https://veritas.xiaosaas.com/org/answer/result.html?type=2&typeid=9829352&stuid=225425&stubj=&qid=&wrcd=1&xiaov=1760888334

听力部分圈出来的音频在模考的时候出现问题，辛苦看看",音频无法播放,维他,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15," 您好，这个学生的模考链接，听力部分C2 第三题和第四题有两道题她选对了，但是系统未记录空着了，请问您能后台查看一下并恢复吗？",选择了答案但是没有提交上,洒脱教育,答题,学生,使用问题（t）,已处理,已反馈,,,,技术查看未处理,,2025W46
2025/11/15,辛苦强制提交一下，谢谢,强制提交作业,洒脱教育,其他,老师,其他,已处理,已反馈,,,,,,2025W46
2025/11/15,之前班课里的作业是会显示每一道题哪个同学对哪个同学错了的,结果页不显示同个班级学生的选择,承读教育,结果页,老师,使用问题（t）,已处理,已反馈,,,,技术查看未处理：数据要第二天才会更新,"86d891fd9e55a75a68396c8a83ef7e00.jpg,04c11e78e62b7945e385a6a606017935.png",2025W46
2025/11/15,这道题的答案还没改过来（2025年11月机考真题第3套(亚太C卷)/读写-Module 2）,SAT答案,承读教育,系统题目,老师,其他,已处理,已反馈,,,,,824594d8007247fd3619dad0eb9ef494.png,2025W46
2025/11/15,答案要核对（11月机考真题亚太C卷Module 1+Mod.../11月机考真题亚太A卷英语+数学）,SAT答案,承读教育,系统题目,老师,其他,,,,,,,"fe7f8739c85b8e57b54f3392516aa3d4.jpg,a33799d093d8922915eeb65f23befe74.jpg",2025W46
2025/11/15,老师，这个阅读选词填空，应该是一空一题算分的吧？这里面很多空学生写对了，但是系统还是判了错,分数计算错误,无名氏,结果页,学生,使用问题（t）,已处理,已反馈,,,,技术处理,,2025W46
2025/11/15,老师，学生反馈登陆不进去，要申请延期，请问怎么处理,学生账号延期,新航道,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师为何这个系统一直跳这个“网络连接已断开，继续答题可能导致答案保存失败，请检查网络连接情况”,学生网络链接问题,新航道,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师 学生输入的是我们的网址但是一直显示,网址输入错误,新航道,登录,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,你好，我想问一下，现在系统记录切屏没有学生开始答题的时间和结束时间吗？,答题次数记录疑问,守壹私塾,答题录屏,老师,使用问题（t）,已处理,已反馈,,,,技术查看未处理,,2025W46
2025/11/15,你好，请问学生后台学生可以自己设置是否可以看到答案吗,学生自主设置答案不可见,守壹私塾,答题录屏,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师，雅思测试链接打不开什么原因啊,未使用谷歌浏览器,新航道上海,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师请教一下，我把这学期的课表放进来，但智能排课这里只能从今天开始，不能从9月开始的，我应该怎么弄比较好,已过去的课如何排课,东西方,排课,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,校校老师，请问入学模考这里，我们可以从哪里看到具体的题目，以及编辑？,如何查看入学模考的题目以及配置,东西方,入学模考,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,您好，学生这边这两个音频播放都有问题，辛苦帮忙看一下,音频无法播放,维他,答题,学生,使用问题（t）,已处理,已反馈,,,,技术查看未处理,,2025W46
2025/11/15,有没有新托福摸底测试？,新托福入学模考开放,GE-Elite,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,,,2025W46
2025/11/15,系统有duoling多邻国吗,多邻国题库,维特利,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师，不好意思打扰了。我想请问，有学生用我的手机号做了测试[尴尬]但是后台查不到成绩，可以麻烦老师给查一下吗[让我看看],入学模考查询,新航道,入学模考,老师,查询需求（t）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师，我想问下，班课学生如果只报了一部分班课 录课时的时候怎么录,/,朗思教育,订单,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,校校崩了，登陆不进去,老师无法登录,新航道,登录,老师,使用问题（t）,已处理,已反馈,,,,技术查看未处理,,2025W46
2025/11/15,老师 最近这个托福的口语跟读怎么打不了分呢,基础练习的口语跟读，学生作答后，老师在结果页不能进行批改,新航道,结果页,老师,Bug（t）,已处理,已反馈,,,,11/26 待更新,,2025W46
2025/11/15,老师好，学生做完了提交了但是我的后台看不到呢,入学模考查询,美世教育,入学模考,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师想问下，托福后期会有自适应的模式来测试吗~还是都是自己给学生选难度呢,新托福自适应,新航道杭州,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,您好，老师的账号目前没办法登录，之前可以登录，后来自动退出了，现在再登录就登录不上了，麻烦看看是什么问题~,小程序无法登录,帝联,小程序,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,13910490310这个学生有测试成绩吗，您帮忙看看,入学模考查询,新航道北京,入学模考,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,校校老师，想问下系统听力练习时怎么调倍速？比如想1.2倍速练习,听力倍速,广州花笙,开放题库,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师，今天系统有更新吗，学生反馈卡顿，用的谷歌浏览器，但是口语一直上传不了,口语无法上传,广州花笙,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师您好，请问系统上的题目有没有电子版的？因为有些学生，学校里不能用电子设备，所以想打印出来带回学校做～,雅思真题pdf,上岸教育,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,请教一下，系统上2026托福的测试的评分是按官方的要求来的么,新托福评分标准,曼哈顿国际,系统题库,老师,Bug（t）,已处理,已反馈,,,,等小数点更新好一起反馈，现在还有点问题11/27 已更新 写作分数换算修改,,2025W46
2025/11/15,请问这种就是sat考场真题对吗,SAT题目来源,芝青藤,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,请问一下系统的托福核心词汇能否导出成表格形式呢？,单词书导出,诺程教育,单词书,老师,题目需求（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师，学生端搜不到雅思19的试题了，可以看一下是什么问题嘛,开放题库,超级学长,开放题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,请问一下，学生的vip账号到期了可以继续续时间吗,学生账号续期,亿希教育,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,麻烦发一个新的验证码哦,通用验证码,LUMI,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W46
2025/11/15,B选项killed 应该是skilled,托福拼写,北京至简,系统题目,老师,题目数据问题（t）,,,,,,,,2025W46
2025/11/15,请问一下 学生口语作业打分这一栏不能选择 是什么原因？,无法评分,朗思教育,结果页,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/15,这道新上的SAT题目，麻烦看一下答案是否正确。我们觉得应该是C[笑脸],SAT答案,奥米克隆,系统题目,老师,题目数据问题（t）,已处理,已反馈,,,,重复问题,,2025W46
2025/11/15,老师们好 这个通用验证码不行 还有其他的吗,通用验证码,深圳英卓,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W46
2025/11/15,老师好，请问对于已经考过的模考测试，当时没有加口语，出分后还能单独加口语部分最后出个总分吗？ ,已经提交的作业重新作答,中鼎,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,请问学生使用Chrome浏览器练习套题，总是中途卡顿，无法完成全部内容是怎么回事？ ,音频卡顿,朗思教育,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,辛苦技术老师看一下，这个如果不点击批改，是不是学生做完作业之后是看不到综合口语的听力原文的雅,老师没有批改学生是否能看到听力原文,秒懂,结果页,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,老师，今天早上学生做的听力模考完成之后提交不了~,学生无法提交测试（开启VPN导致）,新航道,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,因为后面改了，会和红框里的内容冲突，所以建议也可以加个可以改的地方，否则说明的内容和修改的内容是不一致的,写作批改的批改内容无法修改,唯学,结果页,老师,功能需求和优化（s）,,,,,,,image.png,2025W46
2025/11/14,学生学习报告这一部分没有任何信息，确定这个时间内一直在上课的,查看学习报告没有数据,王博士语培,学习报告,老师,使用问题（t）,已处理,已反馈,,,,,,2025W46
2025/11/14,这个题不是a和b都是错的嘛，教研老师,托福答案,秒懂,系统题目,老师,题目数据问题（t）,处理中,,,,,,,2025W46
2025/11/14,请问助教端口要怎么单独给学生布置作业呀 如果是VIP的学生也需要创建班级吗,助教布置作业,新通,布置作业页面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
