audience,port,type,question,desc,answer,attachment,bucket,categories
teacher,老师,操作疑问,请问一下教学主管这边 怎么能看到各位老师后台作业布置、反馈批改这个动作呢,教学主管怎么看到各位老师后台作业布置、反馈批改的动作,老师身份，如果要看其他老师的话需要教务/校长在员工管理把其他老师添加为您的下属，或者直接给您一个教务/校长的身份,a420faee5545ccb815460155ebb4447.png,kb_candidate,"['作业/布置/批改/反馈', '权限/角色/公池']"
student,学生,使用问题,昨天有个做托福模拟的最后卡住了老师们能后台看一下吗,学生测试时页面卡住了,入学模考在公池可以看到是否有学生的答题数据的 学生也可以换谷歌浏览器重新进入同一套试卷，一般情况下答题数据会同步的,,kb_candidate,"['浏览器/网络/缓存', '权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,使用问题,老师，咱们综一综二测试卷题目总数就30题，报告总是提示31道，而且生成的报告还无法保存了,试卷题目总数30题，有31分,自有题库。31分是试卷有一题设置的是2分,6b0548b0de6a624937708bc3d77ca0d.png,kb_candidate,['题库/录题/单词书/模考']
teacher,老师,使用问题,今天为什么老是登录被踢出去？出什么问题了吗系统？,老师端显示鉴权失败,同一浏览器多个网页登录是不行的,6378dc2d49488b3f10e88b7e7cc8e26.png,kb_candidate,"['账号登录/密码/手机号', '浏览器/网络/缓存']"
teacher,老师,操作疑问,请问下学生端的错题页面 是不能显示我们自己题库的错题么,学生错题库，自有题库没有显示,自有题库没有关联知识点，关联之后才会在错题库显示,,kb_candidate,['题库/录题/单词书/模考']
student,学生,使用问题,老师好 15967190711的账号之前是另一个学生的（已经结课） 我已经把新生从老生的班级里移除了 老生还是收到了作业提醒,学生账号修改了信息，老学生还是可以收到公众号通知,如果账号修改了信息，公众号需要取消绑定之前的，再重新让新的学生绑定,,kb_candidate,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '班级/排课/课时/考勤', '小程序/公众号/二维码']"
teacher,老师,使用问题,"你好,我想问下,我们现在的系统,好像所有的托福的discussion writing部分限时好像都不是很准确. 例如我们用模考形式布置的这部分的写作, 正常应该是10分钟完成, 但到时见了,好像没有直接提交试卷可以继续写","托福写作倒计时到了,好像没有直接提交试卷可以继续写",如果是布置的模考测试，需要看下是否有开启倒计时结束后禁止答题 如果是布置的题型训练，是需要老师手动设置倒计时的,,kb_candidate,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
academic,教务,操作疑问,你好，我想问一下要怎么在系统上统计老师已上课程的总课时呢？,如何在系统上统计老师已上课程的总课时,可以在数据-运营中查看老师授课课时,,kb_candidate,['班级/排课/课时/考勤']
teacher,老师,操作疑问,这个提示是什么情况下出现的呀~,老师布置作业，显示班级已科目已变更,班级关联的课程更改过题库类别，需要教务/校长在班级管理选择该班级，重新确定下,de36dabff32272e5b18eb0b78c8206d.png,kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']"
academic,教务,操作疑问,请问咱们如何监控学生是否结课？之前你们说公众号会收到消息提醒 但是我们并没有收到哦~,学生结课没有提醒,如果学生课时剩余数小于5课时，系统会给对应销售老师发送公众号提醒,,kb_candidate,"['班级/排课/课时/考勤', '小程序/公众号/二维码']"
teacher,老师,使用问题,模考时间点不了，没反应，请您看看处理一下，试了两三次都无法选时间，无法提交,布置作业选不了开始时间,老师没有用谷歌浏览器,20340c2b303111b48ab64988f36e10e2.mp4,kb_candidate,"['作业/布置/批改/反馈', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
principal,校长,操作疑问,老师在设置公众号，填写原始ID时，系统提示处理失败,老师在设置公众号，填写原始ID时，系统提示处理失败,需要在公众号后台看一下是否有开通过模板消息,Luban_1692617289025258d82ec-49a7-4eb2-8235-1160cbcb3143.jpeg,kb_candidate,['小程序/公众号/二维码']
student,学生,使用问题,学生的作业无法提交，可以帮忙提交一下吗？,学生作业提交不了,学生未使用谷歌浏览器,,kb_candidate,"['作业/布置/批改/反馈', '浏览器/网络/缓存']"
student,学生,使用问题,学生的篇章跟读点不了下一句是为什么呢？,学生篇章跟读点不了下一句,学生用的微信浏览器,bd4a5b2c4c7e2c1e930706850e1b2bf9.mp4,kb_candidate,['浏览器/网络/缓存']
academic,教务,使用问题,想问问，ACT的班，布置作业的时候，为什么没有ACT的题型呀？,ACT班级布置作业没有ACT题库,课程未关联对应题库,948a8df4ca75b2cb5a2b7642268b6ed.png,kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']"
student,学生,使用问题,学生悦悦已经添加到暑假词汇II班的班级群里，另一个同学能收到反馈，她收不到，麻烦后台看下,学生收不到老师写的反馈,老师没有给学生写,,kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
teacher,老师,使用问题,这个错位是咋回事呢,教务端班级页面列表有错误,老师i使用的浏览器不对,9a4763c58deb19a0e57a85b84296fa5.png,kb_candidate,"['浏览器/网络/缓存', '班级/排课/课时/考勤']"
academic,教务,操作疑问,是不是试听课没办法从系统导出？如果计算试课课时我通过哪里可以查到呢？,如何计算老师的试听课时,可以在数据-运营-老师授课课时查到,,kb_candidate,['班级/排课/课时/考勤']
student,学生,使用问题,昨天给学生模考了一次托福的题，但是上面这些题学生都是对的，但是系统判定错误，麻烦看一下,学生答题选的对的，系统判错,学生答题使用的微软的Edge浏览器，在答题时可能会出现问题，建议使用谷歌浏览器答题,e46b3ebcea1abe3a74385b603b15fe2.png,kb_candidate,"['浏览器/网络/缓存', '题库/录题/单词书/模考']"
student,学生,使用问题,学生口语考了8分钟，就说系统跳掉了,学生反馈雅思口语答题时间只有8分钟,建议使用谷歌浏览器,5ddca016bad50733d6c297af69458b6.png,kb_candidate,"['作业/布置/批改/反馈', '浏览器/网络/缓存']"
teacher,老师,使用问题,单词书听音选择有的单词不能听第2次读音,单词书听音选择有的单词不能听第2次读音,建议使用谷歌浏览器或者小程序,,kb_candidate,"['浏览器/网络/缓存', '题库/录题/单词书/模考', '小程序/公众号/二维码']"
teacher,老师,使用问题,请问一下有学生在做模考听力部分遇到了跳题怎么办,学生反馈系统自动跳题，学生电脑上操作不了返回,答题录屏显示是学生自己跳过了,,kb_candidate,"['作业/布置/批改/反馈', '音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,使用问题,前面的听读是有分数的，但是后面就没有了,学生口语写作没有评分,未开启写作口语智能批改,855a015034b0021ec88b77c07fc6e46.png,kb_candidate,['作业/布置/批改/反馈']
teacher,老师,使用问题,托福写作模考系统上语法错误和字数统计都看不到了，请问咋回事啊,学生作业生成二维码后，扫二维码看不到写作的成绩,开了模考成绩审核后发布，需要老师在结果页点击发布成绩,,kb_candidate,"['作业/布置/批改/反馈', '权限/角色/公池', '题库/录题/单词书/模考', '小程序/公众号/二维码']"
teacher,老师,操作疑问,答题解析页中，在教师端修改口语部分各个任务的小分后，作业结果页面的口语总分不会跟着变化了。,教师端修改口语部分各个任务的小分后，作业结果页面的口语总分不会跟着变化,如果在修改小分之前已经修改过总分了（或者鼠标点击过总分的框，系统也会判断为修改），再进行修改小分，总分是不会变的,,kb_candidate,['作业/布置/批改/反馈']
teacher,老师,操作疑问,老师们好如何看上个月自己的课时数啊？我只能看到这个月的,如何查看老师的课时数,老师可以在课表查看,0d2e120958b8124d5983cd16dda74ff.jpg,kb_candidate,['班级/排课/课时/考勤']
teacher,老师,使用问题,你好我想请问一下，为啥97个sheet单词识别出来，会有3个sheet漏掉啊,单词书上传单词有漏掉的单元,未上传的单元文档格式有问题,"6592564cb444720fabdcb9b55800b0a.png,263bff5c98a260ad85410fdba65727c.png",kb_candidate,['题库/录题/单词书/模考']
sales,销售,操作疑问,之前已签约，但是没有开通学习系统的学生，在学员管理处，找不到她的名字这个怎么处理？,已签约的学生在学员管理查不到,没有转为正式学员,"00acad631be42fb87781dc0472b3434.png,790d40eaa07af06cc74bc2d20ea4908.png",kb_candidate,[]
academic,教务,操作疑问,试听怎么能直接添加在老师的课表呢？,试听排课如何操作,销售预约潜客试听课时间和课程，教务在试听申请排课,,kb_candidate,['班级/排课/课时/考勤']
teacher,老师,使用问题,我刚刚看到，同一套题目错3道23，错5道也是23这个是错7题，23这个批改的逻辑完全看不懂,学生新托福的阅读评分不对,这两个作业，您布置时选择的版本类型不一样，一个是7月新托福，一个是旧托福，评分标准是不一样的,"24e9136fab90d5ae01b7c8b46481ed2.png,bac67081712b6de34a44e2e2b7bec14.png",kb_candidate,['作业/布置/批改/反馈']
student,学生,使用问题,学生提交不了,学生口语提交不了,学生没有用chrome浏览器,2250581e6bf1be625c5b659d26fc11f.jpg,kb_candidate,['浏览器/网络/缓存']
teacher,老师,操作疑问,哈喽我想问一下，如果我把一个学生账号现在从托福转到sat，然后过一段时间再转回托福的话，他托福部分的刷题记录还会在吗,学生转班后之前的刷题记录还在吗,同一个学生的话，可以不转，直接新增加一个sat班级，然后同时在两个班级,,kb_candidate,"['账号登录/密码/手机号', '班级/排课/课时/考勤']"
academic,教务,使用问题,课程名称有限制吗，我总打不上,课程名称无法填写,建议使用谷歌浏览器，对系统的适配性和兼容性更好,99a400ee39c9f1ca6eadbd3ffc48fef.jpg,kb_candidate,['浏览器/网络/缓存']
student,学生,使用问题,首先 学生账户可否在完成提交后 自己也能看到这个界面，目前学生就是题目做完提交后 即不知道自己错的地方正确答案是什么 也没发再去整理积累这些错的地方,逐句听写，学生是否可以看到结果页，如何整理错题,学生也可以在错题页面查看自己练习的错题详情,5d0febc4a389b0202cc093c05b0fc41.jpg,kb_candidate,[]
teacher,老师,操作疑问,ello，我们自己想在题库加些题目，比如托福写作，添加后发现没有计时器，跟系统里原有的题目界面不一样，这个该怎么操作？,自有题库录入的题目如何设置时间,机构题库页面和模考页面是不同的，布置机构作业时可以设置倒计时,,kb_candidate,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
sales,销售,使用问题,需要修改学生的电话号码，已经成单了的，我应该怎么操作？,修改不了学生号码，显示灰色,帐号没有潜客联系方式来源修改的权限,,kb_candidate,['权限/角色/公池']
teacher,老师,操作疑问,请问学生提交试卷后，怎么导出里面的口语和写作？,学生提交试卷后，如何导出里面的口语和写作,可以生成测试报告二维码，写作可以单独复制，学生口语录音可以下载,,kb_candidate,"['音频/录音/听力', '题库/录题/单词书/模考', '小程序/公众号/二维码']"
teacher,老师,使用问题,想请问一下，平时发现错误的词汇，我在单词书里更正了，但是布置多次后还是错误的。是不是这两者没有联系,错误的词汇，我在单词书里更正了，但是布置多次后还是错误的,单词书修改的是分单元的这个，布置错原词表了,071f4f27bcbc47f0d97320a8b04dfebd_.jpg,kb_candidate,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,使用问题,我现在不知道为啥给学生布置作业在总的作业界面看不到，但是在学生自己的名下能看到,给学生布置的作业，老师在作业管理页面看不到,可以筛选一下，只看自己布置的，现在是总的显示，其他老师布置的作业也能看到,"cfb6ca4a2597a8512766e5cac4c8037.png,9427a050dec89ddb7e36aaac23bb6b2.png",kb_candidate,"['作业/布置/批改/反馈', '权限/角色/公池']"
teacher,老师,操作疑问,您好 咨询一下几个功能 1 听力精听、跟读功能 2 单词打卡功能 3 内部成绩登记、分析功能,1 听力精听、跟读功能 2 单词打卡功能 3 内部成绩登记、分析功能,1：听力精听、跟读功能老师可以在基础练习进行布置， 同时如果布置对应的模考，学生可以在完成后可以在结果页进行相应的巩固练习 2：单词打卡功能 1）可以通过单词书下发给单词书给学生，设置测试形式和单元通关率 2）可以通过基础练习-单词-多次模式，给学生下发某段时间需要完成的单词练习 3 内部成绩登记、分析功能老师可以在学员管理的考试记录中添加学生的线下或其他考试成绩 可以在学习报告中看到学生在系统内完成的成绩分析,,kb_candidate,"['作业/布置/批改/反馈', '音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,使用问题,您好，这边文档录进去能识别，但是显示没有答案，还是格式的问题是吗？,自有题库文档录入，上传后显示没有答案,上传的文档没有编辑答案,8a5a1fcd4eb67666152f33c6c0cdd76.jpg,kb_candidate,['题库/录题/单词书/模考']
principal,校长,操作疑问,老师 如何改变学生们的正式会员那个分类？（年度/季度/非VIP学员），非vip会员可否布置作业？,学生类型如何调整,非VIP学生可以转VIP学生，但VIP学生不可转非VIP学生，非VIP无法做题库作业,21f58c8be8c5e75aad2874e9ac7bf82.png,kb_candidate,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,操作疑问,你好，请问布置练习，目前是还没有办法像单词那样，设置一个时间段，然后平均每天分配是吗,布置系统的练习如何像单词一样，可以选择时间每天平均分配,通过作业大纲下发，已发送帮助中心,28ae562cb9bddf3f4d103d9460d23e8.png,kb_candidate,['作业/布置/批改/反馈']
teacher,老师,使用问题,我当时上传的时候都是有中文解释的，不知怎么进了系统就没有解释了,单词书上传单词，词表有英文解释，上传后没有,词表表头部分有缺失,新增词表模板 7.14(1).xlsx,kb_candidate,['题库/录题/单词书/模考']
teacher,老师,操作疑问,如何给到学生远程做托福测试如果要给学生做这套入学模考,如何给学生做入学模考,有两种方式，复制题目链接给学生或者分享网址给学生，已发送帮助中心链接,,kb_candidate,['题库/录题/单词书/模考']
teacher,老师,操作疑问,你好，请问一下如何在系统上面批量布置不同班级的学生作业？,如何在系统上面批量布置不同班级的相同内容的学生作业,可以在题库里选择内容后布置给多个班级，或者先布置一个班级的作业，在作业管理里面进行再次布置,,kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']"
teacher,老师,使用问题,为什么这里显示不了成绩呀？,学生结果页没有显示成绩,审核成绩后发布，需要老师发布成绩，学生才能看到,a76de8f1b9f224ca819c566abb11c44.jpg,kb_candidate,[]
teacher,老师,使用问题,各位老师 请问为什么sat作业布置不了模考测试,sat作业布置不了模考测试,该班级课程未关联SAT,,kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']"
teacher,老师,操作疑问,这是学生模考听力出现的问题，浏览器和网络都没有问题,学生模考时出现内存不足的提示，如何解决,如果出现内存不足的提示，可以用以下方式解决： 1：检查下浏览器是否是最新版本，是否有打开多个网页，可以更新下浏览器版本 2：关闭谷歌浏览器，再重新打开进入系统，看是否能正常答题 3：如果关闭浏览器重新进入，还是显示内存不足，就需要清理一下缓存 清理浏览器缓存，步骤如下： 1：打开浏览器设置，选择隐私设置和安全性 2：选择清除浏览数据，将时间范围选为不限,f82ca689c636fbd3df672a0a0114b8c.png,kb_candidate,"['音频/录音/听力', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
teacher,老师,操作疑问,您好 我想导一些单词进去 从哪里怎么操作呀,导一些单词上传，如何操作,已发送帮助中心链接,,kb_candidate,[]
teacher,老师,使用问题,有个学生昨天做词汇任务的时候 测评发音一直录不进去 也不是网络的问题 麻烦解决一下,学生单词作业测评一直录不进去,学生没有使用谷歌浏览器,90c07c9a2bd6d8f54adb3a9e3159d5d.png,kb_candidate,"['作业/布置/批改/反馈', '浏览器/网络/缓存']"
teacher,老师,操作疑问,老师请问学生系统上写的笔记我们在电脑上点开可以看到，但是转发二维码给科任老师看不到，是有什么原因吗？,学生笔记老师用二维码扫码看不到,学生在添加笔记的时候，将笔记设置为公开，老师就可以直接扫码查看,,kb_candidate,"['权限/角色/公池', '小程序/公众号/二维码']"
academic,教务,操作疑问,你好，我这边添加了一个学生，也操作了报名和订单确认，请问怎么操作助教的分配？,学生如何添加助教,建立班级，把学生和老师助教拉入班级,,kb_candidate,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,操作疑问,老师请问这个报错是什么意思？需要如何操作谢谢！,老师布置作业提示科目已变更，无法布置作业,可以在班级管理点击编辑，再点击确认，科目会更新,fd1aa4c59ebe9f7968a366adda9ce40.jpg,kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
teacher,老师,操作疑问,你好，麻烦问一下为啥后面没有入学测试的,销售不能查看入学模考,在教务/校长端，员工管理那里，找到这个销售老师，看下有没有“查看入学测试”的权限,e3db085315830bf133e9770ad0bb296.jpg,kb_candidate,"['权限/角色/公池', '题库/录题/单词书/模考']"
academic,教务,操作疑问,您好，请问转班后 之前的做题记录还在吗,转班后 学生之前的做题记录还在吗,不将学生移除原班级，是还在的,8d09210e71fea01a6eac70ba1f3f8a8.png,kb_candidate,['班级/排课/课时/考勤']
teacher,老师,使用问题,老师，自有题库，标红的那里，我录入的时候设置了空格，为什么预览的时候，包括布置的时候，空格没有了，辛苦您给看一下,自有题库材料复制到题库后，没有空行,格式问题，可能是复制过来带的格式，老师可以手动编辑一下,47368163107e4242cd30ad85f8920af.png,kb_candidate,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,操作疑问,不好意思，请问小程序端如何退出账号？实在没找到入口，点击头像也没反应,学生端小程序如何退出,学生账号暂时无法直接退出小程序，可以将小程序移除，需要登录其他账号的话，也可以登录系统，扫小程序二维码可以直接切换,f00e13ac9b3953a9eaa4bdf98e72d5a.jpg,kb_candidate,"['账号登录/密码/手机号', '小程序/公众号/二维码']"
academic,教务,使用问题,还有我这里是84课时，报了24，这里怎么是负30呀,学生剩余课时显示不对,班级实际已上84课时，学生实际买了24 课时， 有统计到的课消课时是54课时，所以显示的-30课时， 实际还有30课时没有没统计到，这30课时统计上，就应该是 -60 课时,"2d7cd470f7db2daeef34fee149dc142.png,f40c09e4fe082c807203d19fabbef47.png,cac4fa9c78740dde4c9570acbbcc2e3.png",kb_candidate,['班级/排课/课时/考勤']
teacher,老师,使用问题,林雅萱同学的阅读课在反馈界面里找不到，课表里是有这节课的,学生阅读课在反馈界面里找不到,学生这节课得反馈时间还没到,"a46bd6ba78f5e70b19609326c2327aa.png,58bcea6bcc415580d871b89b6da7130.png",kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
teacher,老师,使用问题,您好，我这边单词书录入不进去，请问是什么原因呢？,单词书录入词表，伤处啊显示单词为0,词表格式问题，没有按给的模考,76c3226767d8644efbccc6728bd5a18.png,kb_candidate,['题库/录题/单词书/模考']
academic,教务,使用问题,有个新生我们添加了后，结果一直显示登录失败，辛苦有空帮看看，学生手机号是13621707824,学生登陆不上系统,学生是潜客不是正式学员,,kb_candidate,['账号登录/密码/手机号']
student,学生,使用问题,截止日期过了应该不影响提交吧？提交不了是怎么回事呀？,学生提交不了作业,学生用的微信浏览器,e1384c049b0fea84b034641b2bc6ede7_.jpg,kb_candidate,"['作业/布置/批改/反馈', '浏览器/网络/缓存']"
academic,教务,操作疑问,可以单独录一个赠送课时吗？但是我录入的时候她叫我录入订单金额才可以,录入订单纸录入赠送课时，提示价格不能输入0,课程设置的是定制课，也设置了课时单价，所以这里课程价格不能为0,4b72e7fea0c0d86992374201caf482e.png,kb_candidate,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
principal,校长,操作疑问,请问在哪里可以看没有账号的学生做的 模考成绩呢,入学模考如何查看学生成绩,校长或管理员在公池查看,,kb_candidate,"['账号登录/密码/手机号', '权限/角色/公池', '题库/录题/单词书/模考']"
sales,销售,使用问题,帮我找个学生的测试，他随便选了一个老师，侯佳仑,学生入学模考找不到，校长账号也找不到,学生作答的域名是上海澜大教育,,kb_candidate,"['账号登录/密码/手机号', '题库/录题/单词书/模考']"
student,学生,使用问题,你好，请问为什么学生录完音之后提交不了,学生的口语作业无法点击finish section。,学生使用的是电脑safari浏览器,,kb_candidate,"['作业/布置/批改/反馈', '浏览器/网络/缓存']"
teacher,老师,操作疑问,gre选择知识点没有题目,GRE选择知识点后，没有题目列表,自定义的知识点要在教研板块的知识点里添加后，还需要在题库给文章关联，知识点才会在布置作业页面显示,,kb_candidate,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,使用问题,您好，这个学员在老师页面学员栏里显示不出来学生做不了任务,老师在班级管理里搜索学生班级，学生没有在成员列表里显示,这个学生有两个班级，老师搜的这个班级里没有学生,,kb_candidate,['班级/排课/课时/考勤']
teacher,老师,使用问题,今天新进班的学生用学生账号登陆进去没有练习，只有少部分练习，不是全部的，但是助教段系统登录进去是看到全部练习的,学生只能看到部分作业，但是助教端看到全部练习的,学生是非VIP账号,,kb_candidate,"['账号登录/密码/手机号', '作业/布置/批改/反馈']"
academic,教务,操作疑问,老师好，请问一下现在的教务系统，每个月的总课时的模块，现在在哪里可以找到呀,教务系统，每个月的总课时的模块，现在在哪里可以找到,数据运营板块可以看到，教务账号需要在员工管理看一下有没有这个权限,,kb_candidate,"['账号登录/密码/手机号', '班级/排课/课时/考勤', '权限/角色/公池']"
student,学生,使用问题,电脑端绑定了手机上还是显示登不上去是什么原因呀？,学生登录小程序登录不上去,学生登的是小程序，需要扫电脑上小程序码,image.png,kb_candidate,"['账号登录/密码/手机号', '小程序/公众号/二维码']"
teacher,老师,操作疑问,您好，这位 李金徽同学 她要登账号 但是手机卡没办法接收短信 重置不了密码怎么办,学生手机卡没办法接收短信 重置不了密码怎么办,教务可以修改密码,,kb_candidate,['账号登录/密码/手机号']
student,学生,使用问题,辛苦帮忙解决下这个上传录音得问题哈，好多学生反馈上传超过5分钟得音频都是录音失败上传不了得问题,学生自定义作业上传录音超过5分钟的会上传失败,学生录音后如果直接点击确认是没有办法保存录音的，需要点击话筒的图标再点击确认,,kb_candidate,"['作业/布置/批改/反馈', '音频/录音/听力']"
teacher,老师,操作疑问,您好请问，为什么在题目录入时，题目和题干之间是有空格的，但是在预览界面显示的是没有的，这该如何处理,自有题库题目录入时，题目和题干之间是有空格的，但是在预览界面显示的是没有的,因为编辑器显示的格式不同，是没有换行的，这里的格式需要您手动换下行,"de59e90a983fba056e72af2cdcf606b.png,71e666218d2a116cce9d611393839f5.png",kb_candidate,['题库/录题/单词书/模考']
student,学生,使用问题,试了很多次等了很久还是这样,学生入学模考一直转圈，加载不出来,学生未使用谷歌浏览器,197d986a37c4de42e5c5d09bbcda3436_.jpg,kb_candidate,"['音频/录音/听力', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
teacher,老师,使用问题,我这边还是没有转文字 还是1分,学生口语没有转文字，没有评分,没有打开口语智能评分,,kb_candidate,[]
sales,销售,操作疑问,老师，为什么协同销售看不到学生的入学模测呢？,协同销售看不到学生的入学模测,协作销售需要在潜客列表查看,,kb_candidate,['权限/角色/公池']
teacher,老师,使用问题,为啥不能布置错词了,错词页面没有布置按钮,老师未使用谷歌浏览器,27971f511be9f5efbbe45c476d92ac8.jpg,kb_candidate,"['作业/布置/批改/反馈', '浏览器/网络/缓存']"
sales,销售,使用问题,谢谢！我之前有些学生模考分数后台是不是给我删了，找不到了，系统里没了,老师之前负责的潜客在系统里找不到数据,潜客都未跟进掉入了公池，需要重新分配,,kb_candidate,"['权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,操作疑问,你好，我们编辑自有题库的时候有点问题，我们这个lesson有30题，但是点录入之后只能显示最多20题。其他lesson也是同样的问题,题库有30题，但是录入这里显示只有20题,可以筛选一下条数显示，这里是因为有些题目数会很多，所以只显示这里条数的值,"69e272ba9890fdd6716b2045e08eac5.png,1fccc23b9f1def43701e199ff1fbf0f.png",kb_candidate,['题库/录题/单词书/模考']
teacher,老师,使用问题,校校，你好。我想问问自有题库的题目录入问题。我想问问一些设置是更改了吗？例如我想修改一道题，是要在手动录入里更改吗？我找到一道题，更改后打算保存时，发现显示“材料内容不能为空”，是我录入题目的操作有误吗？,自有题库录入，老师点击保存，提示材料不能为空,这里的保存是指整体的保存，如果其他题目不完整也会有提示,cb3263e1f94ea14aee8bf4e9beec7dd.png,kb_candidate,['题库/录题/单词书/模考']
student,学生,使用问题,你好，现在反馈几个学生在初使用系统过程中，遇到地几个问题，以及寻求解决方法： 1.模考过程中， 遇到阅读做完，就卡起，导致模考无法进行 2.口语答完，直接被卡出来，导致没有做完,学生在模考过程中， 遇到1：阅读做完，就卡了，导致模考无法进行 2.口语答完，直接被卡出来，导致没有做完,学生未使用正确的浏览器，建议电脑使用谷歌浏览器,,kb_candidate,"['作业/布置/批改/反馈', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
academic,教务,使用问题,7月15号这个老师没有课，但是排课的时候显示有冲突，排不进去。,教务排课显示有冲突，但是这个老师并没有课,这个班级的学生在其他班级的这个时段有课,,kb_candidate,['班级/排课/课时/考勤']
student,学生,使用问题,你好，我们有个学员做雅思模考，录音录不了，请问这是怎么回事？,学员做雅思模考，录音录不了,学生用的微信浏览器,ff071e5aaa4b8bd8d0703c3a48e0690.jpg,kb_candidate,"['音频/录音/听力', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
teacher,老师,操作疑问,有没有授课老师端在班级上课点名的相关流程演示 比如谁上课了谁没上课,老师如何设置考勤,老师可以在课表手动设置考勤，或者让学生打开小程序扫二维码签到,,kb_candidate,"['班级/排课/课时/考勤', '小程序/公众号/二维码']"
teacher,老师,操作疑问,还有一个问题，学员的刷题分数可以由老师这边进行手动录入吗，就是不一定是在系统里完成的题目，线下完成的题目有了分数的话系统中是可以手动录入分数做记录的吧,线下完成的题目有了分数的话系统中可以手动录入分数做记录吗,可以填写在学员管理的考试记录,,kb_candidate,[]
academic,教务,操作疑问,A同学和B同学一起组班上英语课，同时A同学跟C同学也是一起组班上数学课的（也就是说A同学分别跟B和C同学组班上不同的课），但中途A同学因为时间原因不能再跟C同学上课，他要插班进去别的数学班课。 1.请问这个情况要怎么操作吗？（A同学和C同学一起上几节课，之后的课程插班进新的班级） 2.A同学插班进新的班级后，原来和C同学一起上课的记录还有吗？就是课程信息包括课后反馈这些。,学生转班怎么操作，转班之后之前班级的上课记录还有吗,在班级管理页面操作，转班之后，只要不将学生移除班级，原来的上课记录都是有的,,kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
sales,销售,操作疑问,老师们，入学模考学生可以重新模考吗，因为如果输入上一次的手机号进去，他会接着上一次开始,入学模考学生可以重新模考吗,一个手机号做同一套是会接着完成的，如果需要重新做就需要换一个手机号码,,kb_candidate,"['账号登录/密码/手机号', '题库/录题/单词书/模考']"
teacher,老师,使用问题,从哪个入口进入可以批改呢？我点开查看详情是批改不了的。,老师如何批改其他老师布置的模考,点击查看详情，再点击学生姓名，可以到结果页修改，或者在班级里点击学生作业状态进入作业结果页修改,,kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']"
teacher,老师,操作疑问,您好，我们现在创建好了作业大纲，请问怎么布置到班课的作业中去呢？,作业大纲如何布置到班级,已发送帮助中心链接,,kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
student,学生,使用问题,老师您好，请问这个是怎么回事呢？怎样让他继续进系统做题呢？,学生进入入学模考，页面一直转圈,学生用的微信浏览器,85a42d485b218fe36730c993639f15b.jpg,kb_candidate,"['浏览器/网络/缓存', '题库/录题/单词书/模考']"
academic,教务,使用问题,学生是不是班级有问题，无法排课,无法给学生排课,学生不在班级里。需要教务创建班级，加入学生时需要关联订单,,kb_candidate,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,操作疑问,学生线上的账户登录不上，密码可以修改吗？,学生可以修改密码吗,可以在学员管理处修改，学生登录时也可以点击忘记密码进行重置,,kb_candidate,['账号登录/密码/手机号']
teacher,老师,使用问题,你好，错词重测布置了，但系统上看不到学生的任务条，请问需要如何操作呢,老师布置了错词作业，但是班级看不到学生的作业,学生有两个班级，错词布置在了另一个班级里,89b1a926f457993b770b0da55c6431b.png,kb_candidate,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '权限/角色/公池']"
